,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
4325,4341,Rated,69,mate,white,10+0,miro61,2031,mobin1388,1807,D02,Queen's Pawn Game: Chigorin Variation,224,2017-08-29,20:53:20,miro61
4328,4344,Rated,76,mate,black,10+0,mobin1388,1828,kaji_djagal,1697,D02,Queen's Pawn Game: Zukertort Variation,131,2017-08-29,18:06:40,kaji_djagal
4330,4346,Rated,66,mate,black,10+0,shakailham,1915,mobin1388,1807,A03,Bird Opening: Dutch Variation,108,2017-08-29,18:06:40,mobin1388
4331,4347,Rated,91,mate,white,10+0,mobin1388,1791,shakailham,1929,A85,Dutch Defense: Queen's Knight Variation,138,2017-08-29,18:06:40,mobin1388
4332,4348,Rated,73,mate,white,10+0,shakailham,1922,mobin1388,1799,A02,Bird Opening,123,2017-08-29,18:06:40,shakailham
4333,4349,Rated,62,mate,black,10+0,mobin1388,1810,dmitriy_pskov,1817,D02,Queen's Pawn Game: Chigorin Variation,7,2017-08-29,18:06:40,dmitriy_pskov
4346,4362,Rated,39,mate,white,10+0,hazba86,1732,cliward132,1085,C00,French Defense: Knight Variation,647,2016-11-26,06:00:00,hazba86
4347,4363,Unrated,49,mate,white,8+5,ic1moveahead,2022,cliward132,1085,D02,Queen's Pawn Game: Chigorin Variation,937,2016-11-26,03:13:20,ic1moveahead
4348,4364,Rated,48,mate,black,10+0,cliward132,1086,alireza_khamseh,1774,D12,Slav Defense: Quiet Variation |  Pin Defense,688,2016-11-25,21:40:00,alireza_khamseh
4349,4365,Rated,79,mate,white,15+0,strudel,1651,cliward132,1087,C29,Vienna Game: Vienna Gambit |  Main Line,564,2016-11-24,01:13:20,strudel
4364,4380,Rated,45,mate,white,7+7,siindbad,2335,grigorich,2262,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,73,2016-11-13,23:33:20,siindbad
4376,4392,Unrated,31,mate,white,25+0,siindbad,2135,suziernesti,1151,A44,Semi-Bononi,984,2016-11-04,03:26:40,siindbad
4377,4393,Unrated,38,mate,black,25+0,suziernesti,1151,siindbad,2135,A00,Kadas Opening,984,2016-11-04,03:26:40,siindbad
4378,4394,Rated,34,mate,black,8+0,ipotekamd,1586,siindbad,2133,B03,Alekhine Defense: Balogh Variation,547,2016-11-03,08:00:00,siindbad
4379,4395,Rated,22,mate,black,8+8,neelsg,1635,siindbad,2131,C00,French Defense: Steinitz Attack,496,2016-11-03,08:00:00,siindbad
4384,4400,Rated,68,mate,black,10+0,pertrossiann,2043,siindbad,2032,B01,Scandinavian Defense: Main Line |  Mieses Variation,11,2016-11-03,02:26:40,siindbad
4395,4411,Rated,66,mate,black,10+3,jdimojc,1714,kiumars,1676,B01,Scandinavian Defense: Mieses-Kotroc Variation,38,2016-11-07,06:26:40,kiumars
4399,4415,Rated,134,mate,black,10+3,jdimojc,1787,batdk59,1533,B01,Scandinavian Defense: Mieses-Kotroc Variation,254,2016-11-07,06:26:40,batdk59
4405,4421,Rated,43,mate,white,10+3,jdimojc,1500,knightstand,1081,C42,Russian Game: Damiano Variation,419,2016-11-01,03:13:20,jdimojc
4423,4439,Rated,154,mate,black,30+0,thebifurcator,1645,vanquil,1737,B30,Sicilian Defense: Old Sicilian,92,2017-08-26,17:53:20,vanquil
4424,4440,Rated,48,mate,black,15+4,tomasz77,1641,vanquil,1726,B20,Sicilian Defense: Bowdler Attack,85,2017-08-26,17:53:20,vanquil
4428,4444,Rated,36,mate,black,10+5,maks31,1547,mavericks,1801,C64,Ruy Lopez: Classical Variation,254,2017-04-05,19:20:00,mavericks
4433,4449,Rated,42,mate,black,20+0,maks31,1500,littlerose,1810,C62,Ruy Lopez: Steinitz Defense,310,2016-12-03,15:46:40,littlerose
4437,4453,Rated,55,mate,white,6+20,berguenlouis,1748,cboss446,996,D30,Queen's Gambit Declined,752,2016-11-03,02:26:40,berguenlouis
4438,4454,Rated,63,mate,white,10+0,colorlace,1127,cboss446,1193,B01,Scandinavian Defense,66,2016-10-26,22:13:20,colorlace
4439,4455,Unrated,90,mate,black,180+60,cboss446,1193,abondano,1319,C44,King's Knight Opening: Normal Variation,126,2016-10-26,00:00:00,abondano
4440,4456,Rated,24,mate,black,15+0,dikietv,1244,cedley1969,1394,C20,Portuguese Opening,150,2016-10-25,21:13:20,cedley1969
4442,4458,Rated,33,mate,white,10+7,profeblanco,1559,dikietv,1500,C30,King's Gambit Declined: Keene's Defense #2,59,2016-10-25,21:13:20,profeblanco
4445,4461,Rated,125,mate,white,10+0,trexchess,2088,dolfi,1974,A20,English Opening: King's English Variation,114,2017-08-29,20:53:20,trexchess
4446,4462,Rated,41,mate,white,5+5,amayak,2247,trexchess,2094,B20,Sicilian Defense: Wing Gambit |  Carlsbad Variation,153,2017-08-29,20:53:20,amayak
4447,4463,Rated,118,mate,black,10+0,stevenemily,1453,loveotsuu,1380,C46,Three Knights Opening,73,2017-08-26,23:26:40,loveotsuu
4448,4464,Rated,49,mate,white,10+0,stevenemily,1446,aerosolpaint,1317,C46,Four Knights Game: Italian Variation,129,2017-08-26,23:26:40,stevenemily
4450,4466,Rated,42,mate,black,10+0,tcmfan,1434,stevenemily,1449,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,15,2017-08-26,23:26:40,stevenemily
4451,4467,Unrated,35,mate,white,5+7,lance5500,2621,stevenemily,1449,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,1172,2017-08-21,01:46:40,lance5500
4480,4496,Unrated,45,mate,white,30+30,ranchowangdu,1500,learn-chess,1259,A10,English Opening: Anglo-Scandinavian Defense,241,2016-10-21,14:26:40,ranchowangdu
4486,4502,Rated,73,mate,white,10+0,cuazar,1826,abeq,1851,B54,Sicilian Defense #2,25,2017-09-01,04:26:40,cuazar
4491,4507,Rated,64,mate,black,8+0,cuazar,1819,isaac1111,1891,B00,Owen Defense,72,2017-08-31,00:40:00,isaac1111
4499,4515,Rated,60,mate,black,10+0,ayan4you,1234,userx100,1235,B10,Caro-Kann Defense,1,2017-08-31,22:53:20,userx100
4500,4516,Rated,57,mate,white,10+0,alba92,1254,userx100,1245,C26,Vienna Game: Falkbeer Variation,9,2017-08-31,22:53:20,alba92
4501,4517,Rated,137,mate,white,10+0,bollard,1277,userx100,1255,C44,Scotch Game,22,2017-08-31,03:26:40,bollard
4506,4522,Rated,67,mate,white,10+0,joseangelcr,1231,userx100,1311,B10,Caro-Kann Defense,80,2017-08-31,03:26:40,joseangelcr
4507,4523,Rated,60,mate,black,10+0,orho,1291,userx100,1301,B10,Caro-Kann Defense,10,2017-08-30,21:53:20,userx100
4508,4524,Rated,55,mate,white,10+0,userx100,1290,krinst,1290,C30,King's Gambit Declined: Keene's Defense #2,0,2017-08-30,16:20:00,userx100
4509,4525,Rated,112,mate,black,10+0,userx100,1300,karamazov7,1319,B23,Sicilian Defense: Closed Variation,19,2017-08-30,16:20:00,karamazov7
4510,4526,Rated,53,mate,white,10+0,sinister303,1345,userx100,1310,B18,Caro-Kann Defense: Classical Variation,35,2017-08-30,16:20:00,sinister303
4513,4529,Rated,101,mate,white,10+0,userx100,1298,rolo90,1369,C28,Vienna Game: Vienna Gambit,71,2017-08-29,20:53:20,userx100
4514,4530,Rated,39,mate,white,10+0,rolo90,1306,userx100,1307,C20,Portuguese Opening,1,2017-08-29,18:06:40,rolo90
4515,4531,Rated,28,mate,black,10+0,userx100,1318,georgebaker,1318,B01,Scandinavian Defense,0,2017-08-28,19:53:20,georgebaker
4518,4534,Rated,45,mate,white,10+0,stojan17,1365,userx100,1345,C44,King's Knight Opening: Normal Variation,20,2017-08-28,17:06:40,stojan17
4521,4537,Rated,81,mate,white,10+0,falucho,1388,userx100,1356,C60,Ruy Lopez: Spanish Countergambit,32,2017-08-28,17:06:40,falucho
4523,4539,Rated,37,mate,white,10+0,userx100,1325,emaddy,1262,B21,Sicilian Defense: Smith-Morra Gambit #2,63,2017-08-27,02:13:20,userx100
4524,4540,Rated,61,mate,white,10+0,userx100,1316,gachomp,1282,C34,King's Gambit Accepted |  Schallopp Defense,34,2017-08-27,02:13:20,userx100
4531,4547,Rated,57,mate,white,5+5,tareed,2105,jopeshdamaster,1806,D35,Queen's Gambit Declined: Normal Defense,299,2016-11-17,05:20:00,tareed
4533,4549,Rated,128,mate,black,10+10,jopeshdamaster,1858,bigiggye,1903,A00,Hungarian Opening: Slav Formation,45,2016-10-27,03:46:40,bigiggye
4535,4551,Unrated,23,mate,white,10+4,quercusilex,1754,brahim333,2131,C00,French Defense: Knight Variation,377,2016-11-12,22:33:20,quercusilex
4539,4555,Rated,71,mate,white,7+3,maxi_puan,1540,carrotsbecause,2025,B20,Sicilian Defense: Staunton-Cochrane Variation,485,2016-09-01,00:33:20,maxi_puan
4542,4558,Unrated,70,mate,black,20+8,mbodean,1127,cnopm,1707,C43,Russian Game: Modern Attack |  Symmetrical Variation #2,580,2016-08-18,06:00:00,cnopm
4543,4559,Rated,107,mate,white,15+1,cnopm,1699,fritz-spg,1366,B02,Alekhine Defense,333,2016-08-18,06:00:00,cnopm
4544,4560,Rated,59,mate,white,10+0,cnopm,1679,ffan,1517,C00,French Defense: Steinitz Attack,162,2016-08-17,21:40:00,cnopm
4546,4562,Rated,50,mate,black,5+5,javinator80,1416,cnopm,1625,C22,Center Game: Normal Variation,209,2016-08-17,21:40:00,cnopm
4549,4565,Rated,23,mate,white,180+0,cnopm,1618,drughi-25,1136,B20,Sicilian Defense,482,2016-08-17,18:53:20,cnopm
4552,4568,Rated,58,mate,black,15+2,fulcu2016,1344,cnopm,1648,C20,English Opening: The Whale,304,2016-08-17,18:53:20,cnopm
4554,4570,Rated,61,mate,white,5+8,mazyulka,1379,cnopm,1746,C23,Bishop's Opening,367,2016-08-17,16:06:40,mazyulka
4555,4571,Rated,65,mate,white,9+0,cnopm,1697,enoodeon,1606,C20,King's Pawn Game: Napoleon Attack,91,2016-08-17,07:46:40,cnopm
4556,4572,Rated,58,mate,black,9+0,cnopm,1763,alex7kr_ru,1816,C20,King's Pawn Game: Napoleon Attack,53,2016-08-17,07:46:40,alex7kr_ru
4557,4573,Rated,83,mate,white,8+1,cnopm,1621,teniente,1475,C20,King's Pawn Game: Napoleon Attack,146,2016-08-16,20:40:00,cnopm
4560,4576,Unrated,60,mate,black,30+35,zoerichi,1033,elpidio,1500,A06,Reti Opening,467,2016-11-24,23:26:40,elpidio
4562,4578,Rated,56,mate,black,5+5,zoerichi,1036,jorgelander,1653,A06,Reti Opening,617,2016-11-21,03:46:40,jorgelander
4563,4579,Rated,77,mate,white,5+5,jorgelander,1652,zoerichi,1038,B00,King's Pawn Game: Nimzowitsch Defense,614,2016-11-21,01:00:00,jorgelander
4564,4580,Rated,81,mate,white,20+0,turkarmy,1359,zoerichi,1044,B02,Alekhine Defense: Maroczy Variation,315,2016-11-21,01:00:00,turkarmy
4565,4581,Rated,36,mate,black,20+0,zoerichi,1051,turkarmy,1356,A00,Van Geet Opening,305,2016-11-21,01:00:00,turkarmy
4567,4583,Unrated,39,mate,white,180+180,maximus_2000,1257,zoerichi,1051,B00,Nimzowitsch Defense |  Declined Variation,206,2016-11-12,05:53:20,maximus_2000
4569,4585,Rated,11,mate,white,60+0,salvador7943,1598,zoerichi,1053,B02,Alekhine Defense,545,2016-11-12,03:06:40,salvador7943
4570,4586,Rated,50,mate,black,10+11,zoerichi,1062,hechicero-419,1322,A04,Zukertort Opening: Kingside Fianchetto,260,2016-11-12,03:06:40,hechicero-419
4571,4587,Rated,50,mate,black,20+5,zoerichi,1025,idiot_chessplayer,1579,A04,Reti Opening #2,554,2016-11-05,04:26:40,idiot_chessplayer
4579,4595,Rated,20,mate,black,1+12,zoerichi,1006,boulogne-sur-mer,1679,A00,Polish Opening,673,2016-10-25,21:13:20,boulogne-sur-mer
4585,4601,Unrated,51,mate,white,6+5,pouriya72,1330,fox26666,1272,C26,Vienna Game: Falkbeer Variation,58,2016-09-20,14:00:00,pouriya72
4587,4603,Rated,157,mate,white,5+5,temuji,1546,fox26666,1282,C20,King's Pawn Game: Wayward Queen Attack,264,2016-09-19,13:00:00,temuji
4591,4607,Rated,9,mate,white,8+8,miguel_guerra1977,1569,fox26666,1276,C20,King's Pawn Game: Wayward Queen Attack,293,2016-09-18,12:00:00,miguel_guerra1977
4593,4609,Rated,33,mate,white,5+7,apchess,1340,fox26666,1293,C20,King's Pawn Game: Macleod Attack,47,2016-09-12,14:20:00,apchess
4594,4610,Rated,50,mate,black,5+8,fox26666,1294,swaltersson,1804,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,510,2016-09-12,14:20:00,swaltersson
4595,4611,Rated,39,mate,white,5+8,swaltersson,1802,fox26666,1296,C20,Bishop's Opening: Boi Variation,506,2016-09-12,14:20:00,swaltersson
4597,4613,Rated,39,mate,white,5+8,jordan-marbun,1861,fox26666,1299,D02,Queen's Pawn Game: Chigorin Variation,562,2016-09-12,11:33:20,jordan-marbun
4599,4615,Rated,23,mate,white,10+0,viniciusalves,1347,fox26666,1331,A09,Reti Opening: Reti Accepted,16,2016-09-12,00:26:40,viniciusalves
4605,4621,Unrated,47,mate,white,15+0,hammerheart,1760,xxofficialmasterxx,1866,B94,Sicilian Defense: Najdorf Variation,106,2017-05-27,21:20:00,hammerheart
4612,4628,Unrated,94,mate,black,15+0,mredes,1407,xxofficialmasterxx,1866,D00,Queen's Pawn Game #3,459,2017-05-27,15:46:40,xxofficialmasterxx
4615,4631,Unrated,30,mate,black,20+0,discomed,1500,xxofficialmasterxx,1866,B20,Sicilian Defense: Kronberger Variation,366,2016-08-20,05:13:20,xxofficialmasterxx
4616,4632,Unrated,19,mate,white,20+0,xxofficialmasterxx,1866,discomed,1500,C40,King's Pawn Game: Damiano Defense,366,2016-08-20,05:13:20,xxofficialmasterxx
4619,4635,Unrated,81,mate,white,15+0,xxofficialmasterxx,1866,zeyadyasser,1500,C42,Petrov's Defense #2,366,2016-08-18,17:06:40,xxofficialmasterxx
4620,4636,Unrated,28,mate,black,15+0,zeyadyasser,1500,xxofficialmasterxx,1866,B50,Sicilian Defense,366,2016-08-18,17:06:40,xxofficialmasterxx
4623,4639,Unrated,86,mate,black,20+0,ferna,1817,xxofficialmasterxx,1866,B50,Sicilian Defense,49,2016-08-17,16:06:40,xxofficialmasterxx
4624,4640,Unrated,31,mate,white,20+0,xxofficialmasterxx,1866,dantediluvian,1514,C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,352,2016-08-17,16:06:40,xxofficialmasterxx
4631,4647,Unrated,67,mate,white,30+0,barbacued,2160,thegreatman06,1925,C65,Ruy Lopez: Berlin Defense,235,2017-08-19,22:00:00,barbacued
4637,4653,Unrated,24,mate,black,10+0,iisabel,1319,thegreatman06,1932,D00,Queen's Pawn Game #2,613,2017-08-19,19:13:20,thegreatman06
4643,4659,Unrated,43,mate,white,10+0,thegreatman06,1967,davet34,1411,D02,Queen's Pawn Game: Zukertort Variation,556,2017-08-15,04:06:40,thegreatman06
4648,4664,Rated,150,mate,black,10+0,thegreatman06,1972,cexercisse,1959,A45,Indian Game,13,2017-08-13,18:46:40,cexercisse
4652,4668,Rated,77,mate,white,10+0,thegreatman06,1916,aseren123,1922,B13,Caro-Kann Defense: Exchange Variation,6,2017-08-08,05:26:40,thegreatman06
4654,4670,Rated,21,mate,white,10+0,hectorgomeslima,1834,thegreatman06,1930,C41,Philidor Defense #2,96,2017-08-08,05:26:40,hectorgomeslima
4660,4676,Rated,62,mate,black,10+0,thegreatman06,1928,bert9999,1988,A45,Indian Game,60,2017-08-05,02:26:40,bert9999
4663,4679,Rated,43,mate,white,15+0,rymdgris,1422,xbishop,1040,C40,King's Pawn Game: Busch-Gass Gambit,382,2016-08-16,12:20:00,rymdgris
4683,4699,Rated,54,mate,black,10+0,goran98only,1695,nicholas9999,1688,D02,Queen's Pawn Game: London System,7,2016-08-13,20:26:40,nicholas9999
4686,4702,Rated,42,mate,black,6+5,jarkon,1737,nicholas9999,1601,C44,Scotch Game: Scotch Gambit |  Dubois Reti Defense,136,2016-08-11,21:13:20,nicholas9999
4688,4704,Rated,28,mate,black,6+5,jarkon,1773,nicholas9999,1495,C45,Scotch Game: Scotch Gambit |  Advance Variation,278,2016-08-11,21:13:20,nicholas9999
4689,4705,Rated,131,mate,white,6+5,tevenac,1575,nicholas9999,1527,C46,Four Knights Game: Italian Variation,48,2016-08-11,21:13:20,tevenac
4693,4709,Rated,42,mate,black,6+5,fireball19,1626,nicholas9999,1353,D00,Queen's Pawn Game,273,2016-08-11,21:13:20,nicholas9999
4699,4715,Unrated,119,mate,white,8+0,stve400231,1873,hasanbanak,1851,C64,Ruy Lopez: Classical Variation,22,2016-09-24,01:20:00,stve400231
4700,4716,Unrated,37,mate,white,8+0,stve400231,1873,bcryan1,1541,C61,Ruy Lopez: Bird Variation,332,2016-09-24,01:20:00,stve400231
4701,4717,Unrated,53,mate,white,8+0,stve400231,1873,i_see_u,1500,C40,King's Knight Opening,373,2016-09-16,01:40:00,stve400231
4702,4718,Unrated,42,mate,black,8+0,i_see_u,1500,stve400231,1873,C22,Center Game: Hall Variation,373,2016-09-16,01:40:00,stve400231
4707,4723,Rated,142,mate,black,10+0,ezzdinus,1521,bobbyevans,1526,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,2017-08-30,21:53:20,bobbyevans
4708,4724,Rated,39,mate,white,10+0,bobbyevans,1518,nuriuslu,1410,C46,Four Knights Game: Italian Variation,108,2017-08-30,21:53:20,bobbyevans
4710,4726,Rated,96,mate,black,10+0,bobbyevans,1519,bot92,1547,C55,Italian Game: Anti-Fried Liver Defense,28,2017-08-30,21:53:20,bot92
4711,4727,Rated,112,mate,black,10+0,bobbyevans,1521,plovediv_69,1892,D00,Queen's Pawn Game: Chigorin Variation,371,2017-08-30,19:06:40,plovediv_69
4718,4734,Rated,68,mate,black,10+0,bobbyevans,1521,misterpopo,1484,C42,Russian Game: Urusov Gambit,37,2017-08-20,11:53:20,misterpopo
4719,4735,Rated,55,mate,white,10+0,aldaarqt,1569,bobbyevans,1542,B25,Sicilian Defense: Closed Variation |  Traditional,27,2017-08-15,23:33:20,aldaarqt
4720,4736,Rated,147,mate,white,10+0,muskokadave,1651,bobbyevans,1550,B20,Sicilian Defense,101,2017-08-13,21:33:20,muskokadave
4721,4737,Rated,104,mate,black,10+0,caligarigsf,1551,bobbyevans,1538,B34,Sicilian Defense: Accelerated Dragon |  Exchange Variation,13,2017-08-13,21:33:20,bobbyevans
4727,4743,Rated,26,mate,black,15+0,irishockey,1716,lorensan,1422,C44,King's Pawn Game: Tayler Opening,294,2016-08-10,14:40:00,lorensan
4729,4745,Rated,47,mate,white,15+5,irishockey,1636,firoj012,1364,B01,Scandinavian Defense: Mieses-Kotroc Variation,272,2016-08-04,17:00:00,irishockey
4731,4747,Rated,15,mate,white,10+0,cerdilia,1417,jayblackington,1213,C44,Scotch Game,204,2017-07-01,03:33:20,cerdilia
4733,4749,Rated,54,mate,black,10+0,jayblackington,1216,brandoncordova,1344,A49,East Indian Defense,128,2017-07-01,03:33:20,brandoncordova
4735,4751,Rated,11,mate,white,10+0,curry117,1315,jayblackington,1205,B00,Nimzowitsch Defense,110,2017-06-21,18:33:20,curry117
4737,4753,Rated,13,mate,white,10+0,lomoferoz,1451,jayblackington,1198,C20,King's Pawn Game: Napoleon Attack,253,2017-06-21,18:33:20,lomoferoz
4738,4754,Rated,63,mate,white,10+0,jayblackington,1171,mateworkkkkk,1408,C20,King's Pawn Game: Leonardis Variation,237,2017-06-21,18:33:20,jayblackington
4741,4757,Rated,65,mate,white,15+0,glzrchess,1307,sannjok,1518,B50,Sicilian Defense,211,2017-09-01,15:33:20,glzrchess
4744,4760,Rated,38,mate,black,15+0,smegheadsteve,1574,glzrchess,1260,A00,Van't Kruijs Opening,314,2017-08-31,22:53:20,glzrchess
4745,4761,Rated,47,mate,white,15+0,firmino,1556,glzrchess,1264,C02,French Defense: Advance Variation |  Paulsen Attack,292,2017-08-31,22:53:20,firmino
4747,4763,Rated,60,mate,black,15+0,glzrchess,1279,amsou,1629,D30,Queen's Gambit Declined,350,2017-08-31,00:40:00,amsou
4748,4764,Rated,97,mate,white,15+0,amsou,1626,glzrchess,1282,D31,Queen's Gambit Declined: Queen's Knight Variation,344,2017-08-31,00:40:00,amsou
4750,4766,Rated,36,mate,black,15+0,amsou,1644,glzrchess,1264,D32,Tarrasch Defense,380,2017-08-30,21:53:20,glzrchess
4751,4767,Rated,94,mate,black,15+0,glzrchess,1267,amsou,1641,C44,Scotch Game: Benima Defense,374,2017-08-30,21:53:20,amsou
4752,4768,Rated,136,mate,black,15+0,glzrchess,1271,lucifersgod,1549,C46,Four Knights Game: Italian Variation,278,2017-08-29,04:13:20,lucifersgod
4753,4769,Rated,60,mate,black,15+0,poprovodam,1526,glzrchess,1253,C02,French Defense: Advance Variation |  Nimzowitsch System,273,2017-08-29,04:13:20,glzrchess
4754,4770,Rated,44,mate,black,15+0,jyarbrough27,1335,glzrchess,1241,C00,French Defense: Bird Invitation,94,2017-08-29,04:13:20,glzrchess
4755,4771,Rated,44,mate,black,15+0,glzrchess,1250,jyarbrough27,1243,C57,Italian Game: Two Knights Defense |  Knight Attack,7,2017-08-29,04:13:20,jyarbrough27
4756,4772,Rated,150,mate,black,10+0,miki21,1248,glzrchess,1239,C02,French Defense: Advance Variation |  Nimzowitsch System,9,2017-08-27,21:40:00,glzrchess
4757,4773,Rated,96,mate,black,10+0,chotchito,1201,glzrchess,1230,C10,French Defense: Marshall Variation,29,2017-08-17,22:46:40,glzrchess
4760,4776,Rated,56,mate,black,10+0,ghafour,1240,glzrchess,1219,C02,French Defense: Advance Variation #3,21,2017-07-18,23:20:00,glzrchess
4765,4781,Rated,53,mate,white,10+0,glzrchess,1262,vezirtonyukuk,1184,C00,French Defense: King's Indian Attack,78,2017-03-24,21:13:20,glzrchess
4766,4782,Rated,49,mate,white,10+0,vezirtonyukuk,1169,glzrchess,1276,C00,French Defense: Knight Variation,107,2017-03-24,21:13:20,vezirtonyukuk
4768,4784,Rated,37,mate,white,10+0,thesnare,1385,glzrchess,1291,C00,French Defense: Knight Variation,94,2017-03-24,21:13:20,thesnare
4769,4785,Rated,42,mate,black,10+0,glzrchess,1299,thesnare,1376,A00,Mieses Opening,77,2017-03-24,21:13:20,thesnare
4778,4794,Rated,61,mate,white,10+0,bayaman,1327,glzrchess,1322,C02,French Defense: Advance Variation #3,5,2017-03-08,21:53:20,bayaman
4783,4799,Rated,26,mate,black,20+0,andreschil,1134,varun2271,1372,C42,Russian Game: Urusov Gambit,238,2016-09-16,18:20:00,varun2271
4794,4810,Rated,134,mate,black,15+0,andreschil,1155,sergeiurevich29,1459,C47,Four Knights Game: Scotch Variation Accepted,304,2016-09-08,21:26:40,sergeiurevich29
4795,4811,Rated,129,mate,white,15+0,shabeakhar1360,1381,andreschil,1163,C20,King's Pawn Game: Wayward Queen Attack,218,2016-09-08,13:06:40,shabeakhar1360
4798,4814,Unrated,22,mate,black,20+7,andreschil,1171,everhahue,1500,C00,French Defense: Knight Variation,329,2016-09-06,19:26:40,everhahue
4799,4815,Rated,60,mate,black,10+3,andreschil,1172,cancanyc,1760,C45,Scotch Game,588,2016-09-06,19:26:40,cancanyc
4808,4824,Rated,41,mate,white,10+3,thecastor,1561,andreschil,1166,C44,Scotch Game,395,2016-09-01,20:00:00,thecastor
4813,4829,Rated,51,mate,white,10+0,kunarsenal,1573,andreschil,1179,C50,Italian Game,394,2016-09-01,17:13:20,kunarsenal
4815,4831,Rated,73,mate,white,5+5,jackelperro65,2038,pink-flower,1957,C24,Bishop's Opening: Berlin Defense,81,2016-09-08,21:26:40,jackelperro65
4817,4833,Rated,40,mate,black,10+0,rock_the_roll,1420,pink-flower,1964,C50,Giuoco Piano,544,2016-09-08,07:33:20,pink-flower
4818,4834,Rated,41,mate,white,5+7,pink-flower,1951,kusartur,1975,B21,Sicilian Defense: McDonnell Attack,24,2016-08-30,20:46:40,pink-flower
4820,4836,Rated,51,mate,white,8+0,alifarahi,2052,pink-flower,1971,E76,King's Indian Defense: Four Pawns Attack |  Dynamic Attack,81,2016-08-29,19:46:40,alifarahi
4825,4841,Rated,70,mate,black,10+0,hunterwolf,1672,pink-flower,1988,C20,Bishop's Opening: Boi Variation,316,2016-08-28,18:46:40,pink-flower
4827,4843,Rated,89,mate,white,10+0,pink-flower,1971,motorrad,1965,B06,Robatsch (Modern) Defense,6,2016-08-28,18:46:40,pink-flower
4836,4852,Rated,39,mate,white,10+0,pink-flower,1971,shakthipradeesh,1317,B01,Scandinavian Defense: Mieses-Kotroc Variation,654,2016-08-15,11:20:00,pink-flower
4837,4853,Rated,118,mate,black,10+0,alibahadori,1774,pink-flower,1965,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,191,2016-08-14,21:26:40,pink-flower
4839,4855,Rated,57,mate,white,10+0,pink-flower,1972,abdulla22,1643,C55,Italian Game: Anti-Fried Liver Defense,329,2016-08-14,10:20:00,pink-flower
4842,4858,Rated,63,mate,white,10+0,pink-flower,1962,uktamsaparov,1924,B21,Sicilian Defense: McDonnell Attack,38,2016-08-13,20:26:40,pink-flower
4847,4863,Rated,33,mate,white,15+15,vas2vas,1754,dumbocow135,1500,B01,Scandinavian Defense,254,2016-07-24,11:33:20,vas2vas
4848,4864,Rated,46,mate,black,6+3,engin1980,1300,ken2slink,1495,C53,Italian Game: Classical Variation |  Center Attack,195,2017-06-02,13:26:40,ken2slink
4858,4874,Rated,30,mate,black,25+5,ammanian,1715,zoro94,1651,B12,Caro-Kann Defense: Advance Variation |  Short Variation,64,2016-11-15,20:00:00,zoro94
4862,4878,Rated,87,mate,white,15+3,zoro94,1697,ammanian,1705,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,8,2016-11-09,16:46:40,zoro94
4863,4879,Rated,52,mate,black,15+3,ammanian,1716,zoro94,1684,D01,Queen's Pawn Game: Chigorin Variation,32,2016-11-09,16:46:40,zoro94
4873,4889,Rated,67,mate,white,15+5,ammanian,1679,toma112,1834,C55,Italian Game: Anti-Fried Liver Defense,155,2016-08-15,16:53:20,ammanian
4875,4891,Rated,37,mate,white,14+0,moossassoon,1877,ammanian,1675,C34,King's Gambit Accepted |  MacLeod Defense,202,2016-08-14,13:06:40,moossassoon
4876,4892,Rated,143,mate,white,19+17,ammanian,1661,parkos,1762,A56,Benoni Defense,101,2016-08-14,13:06:40,ammanian
4883,4899,Rated,35,mate,white,90+30,dusanmunja_003,2291,prac,1576,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,715,2017-05-11,13:40:00,dusanmunja_003
4886,4902,Rated,90,mate,black,10+0,poocasso,1466,teddykish,1458,A21,English Opening: King's English Variation |  Reversed Sicilian,8,2017-09-01,10:00:00,teddykish
4895,4911,Rated,91,mate,white,10+0,poocasso,1451,rigolator,1514,A10,English Opening: Anglo-Lithuanian Variation,63,2017-08-31,17:20:00,poocasso
4896,4912,Rated,40,mate,black,10+0,poocasso,1463,zonvolt,1413,D31,Queen's Gambit Declined: Queen's Knight Variation,50,2017-08-31,06:13:20,zonvolt
4903,4919,Rated,111,mate,white,10+0,poocasso,1468,gems5,1386,A22,English Opening: King's English Variation |  Two Knights Variation,82,2017-08-30,16:20:00,poocasso
4905,4921,Rated,118,mate,black,10+0,poocasso,1453,gingeleskie,1772,E20,Nimzo-Indian Defense,319,2017-08-30,05:13:20,gingeleskie
