,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
5199,5215,Rated,84,OFT,black,15+0,boro-i-ramiz,2106,maximillian_08,2031,D01,Queen's Pawn Game: Chigorin Variation,75,2016-05-04,08:20:00,maximillian_08
5205,5221,Rated,11,OFT,white,10+10,maximillian_08,1978,georgpoltevskoy,2004,A04,Zukertort Opening: Black Mustang Defense,26,2016-04-27,12:26:40,maximillian_08
5230,5246,Rated,113,OFT,white,10+0,liri,1748,mrtx,1689,B20,Sicilian Defense: Bowdler Attack,59,2017-08-29,18:06:40,liri
5254,5270,Rated,100,OFT,black,10+0,mrtx,1641,guber1962,1619,B07,Pirc Defense #5,22,2017-08-18,23:46:40,guber1962
5262,5278,Rated,67,OFT,white,10+0,reneesh,1709,evan_h1234,1334,B54,Sicilian Defense,375,2016-05-19,03:53:20,reneesh
5284,5300,Rated,109,OFT,white,8+0,granmagister,1639,satanrogue99,1656,B40,Sicilian Defense: French Variation,17,2017-03-12,00:53:20,granmagister
5316,5332,Rated,78,OFT,black,10+0,d_war,1593,ninetynine,1654,C50,Giuoco Piano,61,2016-07-13,22:46:40,ninetynine
5355,5371,Unrated,32,OFT,black,5+8,cristoballan,1500,burks,1016,A04,Zukertort Opening: Black Mustang Defense,484,2017-06-11,03:00:00,burks
5385,5401,Rated,75,OFT,white,10+0,kryptik,1472,ionica,1593,C40,King's Knight Opening,121,2017-07-29,20:26:40,kryptik
5388,5404,Rated,136,OFT,black,10+0,tanganika,1401,artem555,1618,A00,Van't Kruijs Opening,217,2017-08-15,09:40:00,artem555
5395,5411,Rated,118,OFT,draw,10+0,tisa67,1820,artem555,1616,D15,Slav Defense: Three Knights Variation,204,2017-07-28,16:40:00,
5408,5424,Unrated,29,OFT,white,10+25,lance5500,2621,artem555,1555,B15,Caro-Kann Defense: Tartakower Variation,1066,2017-07-20,14:13:20,lance5500
5416,5432,Unrated,73,OFT,white,15+0,super_speed2017,1500,artem555,1567,D31,Queen's Gambit Declined: Queen's Knight Variation,67,2017-07-14,13:46:40,super_speed2017
5437,5453,Rated,66,OFT,black,10+5,syahran,2239,bishopson,2151,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,88,2016-04-29,14:26:40,bishopson
5438,5454,Rated,82,OFT,black,10+0,bishopson,2250,chrisitane-taubira,2091,D30,Queen's Gambit Declined,159,2016-04-29,14:26:40,chrisitane-taubira
5442,5458,Rated,41,OFT,white,5+8,bishopson,1500,alberto2,1973,A46,Torre Attack,473,2016-04-22,21:20:00,bishopson
5460,5476,Unrated,4,OFT,black,15+10,oceanicharvest,1987,bhautik2,1500,C44,King's Knight Opening: Normal Variation,487,2017-08-10,04:40:00,bhautik2
5470,5486,Unrated,12,OFT,black,30+45,sex_god,1423,mensajero7,1799,A00,Anderssen Opening,376,2017-08-27,13:20:00,mensajero7
5491,5507,Rated,66,OFT,black,10+5,gmjorge13,1826,thehutchtouch,1802,D10,Slav Defense #3,24,2017-08-13,04:53:20,thehutchtouch
5499,5515,Rated,107,OFT,white,10+0,elmousse7,1874,thehutchtouch,1863,D02,Queen's Pawn Game: Zukertort Variation,11,2017-07-23,20:00:00,elmousse7
5504,5520,Rated,117,OFT,white,10+0,thehutchtouch,1839,sergpav,1743,A45,Indian Game,96,2017-07-22,19:00:00,thehutchtouch
5505,5521,Rated,84,OFT,black,10+0,thehutchtouch,1857,salahudhinvp,1565,A40,Horwitz Defense,292,2017-07-21,04:06:40,salahudhinvp
5508,5524,Rated,106,OFT,black,10+0,shamliq,1912,thehutchtouch,1867,D10,Slav Defense,45,2017-07-12,03:26:40,thehutchtouch
5519,5535,Rated,104,OFT,black,10+0,kastighos,1847,thehutchtouch,1895,B54,Sicilian Defense #2,48,2017-07-04,14:53:20,thehutchtouch
5542,5558,Unrated,53,OFT,white,60+10,sanmarcos,2334,flamemaster51,1453,B44,Sicilian Defense: Paulsen Variation,881,2017-08-31,00:40:00,sanmarcos
5572,5588,Rated,59,OFT,white,11+4,riverroad,1514,goncalo321,1489,D04,Queen's Pawn Game: Colle System,25,2017-07-29,14:53:20,riverroad
5579,5595,Unrated,33,OFT,white,12+0,corruptbishop,1536,tsuge,1651,C44,Ponziani Opening,115,2016-05-15,11:00:00,corruptbishop
5587,5603,Rated,78,OFT,black,8+1,iamgods,1450,corruptbishop,1558,B10,Caro-Kann Defense: Breyer Variation,108,2016-04-06,10:53:20,corruptbishop
5591,5607,Rated,48,OFT,black,11+0,astueven7,1261,augusto09,1697,B01,Scandinavian Defense: Main Line,436,2016-04-10,20:26:40,augusto09
5609,5625,Unrated,74,OFT,black,10+0,bubba83,1491,premg,1500,C41,Philidor Defense #4,9,2016-09-14,08:00:00,premg
5622,5638,Rated,58,OFT,black,7+2,cameronl86,1657,pieretti,1927,C50,Giuoco Piano,270,2017-03-16,02:06:40,pieretti
5626,5642,Rated,90,OFT,black,10+5,cameronl86,1671,mhi,1709,C55,Italian Game: Two Knights Defense,38,2017-03-15,03:53:20,mhi
5627,5643,Rated,82,OFT,black,5+5,quidams,1487,cameronl86,1663,B20,Sicilian Defense: Staunton-Cochrane Variation,176,2017-03-10,15:33:20,cameronl86
5629,5645,Unrated,87,OFT,white,7+2,nicollest,1884,cameronl86,1670,E40,Nimzo-Indian Defense: Normal Line,214,2017-03-06,22:40:00,nicollest
5638,5654,Rated,72,OFT,black,8+0,chuckrh,1640,danielpnh,1521,A06,Nimzowitsch-Larsen Attack,119,2016-05-06,18:40:00,danielpnh
5651,5667,Rated,124,OFT,black,15+0,mwm57,2133,justlikemusic,2124,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,9,2017-08-21,15:40:00,justlikemusic
5655,5671,Rated,122,OFT,black,15+0,justlikemusic,2145,avill050,2588,E64,King's Indian Defense: Fianchetto Variation |  Yugoslav System |  without Nc3,443,2017-08-18,12:40:00,avill050
5710,5726,Rated,25,OFT,white,10+0,adamstrong,1845,bigbiscuit599,1189,B06,Modern Defense,656,2016-03-22,15:20:00,adamstrong
5721,5737,Rated,144,OFT,black,20+0,eche777,1327,sergiysydorenko,1388,D00,Queen's Pawn Game #2,61,2017-08-20,17:26:40,sergiysydorenko
5744,5760,Rated,43,OFT,white,10+4,pacsromana,1365,eche777,1376,C34,King's Gambit Accepted |  Fischer Defense,11,2017-08-06,14:33:20,pacsromana
5768,5784,Rated,82,OFT,black,10+0,darobertson,1673,trashmaster,1603,B02,Alekhine Defense,70,2017-05-12,03:33:20,trashmaster
5770,5786,Rated,90,OFT,black,10+0,darobertson,1673,sielskr,1729,A38,English Opening: Symmetrical Variation |  Full Symmetry Line,56,2017-01-24,03:53:20,sielskr
5773,5789,Rated,61,OFT,white,10+0,carterlockwood,1799,darobertson,1684,B50,Sicilian Defense,115,2017-01-21,17:33:20,carterlockwood
5774,5790,Rated,61,OFT,white,10+0,carterlockwood,1500,darobertson,1694,B50,Sicilian Defense,194,2017-01-21,17:33:20,carterlockwood
5780,5796,Rated,60,OFT,black,10+5,kamer1905,1802,darobertson,1709,A00,Hungarian Opening: Indian Defense,93,2016-11-20,22:13:20,darobertson
5782,5798,Rated,79,OFT,white,12+0,matt_right_here,1778,darobertson,1722,B22,Sicilian Defense: Alapin Variation,56,2016-11-17,22:00:00,matt_right_here
5788,5804,Rated,60,OFT,black,10+10,darobertson,1744,thor92,1748,A20,English Opening: King's English Variation,4,2016-11-14,21:46:40,thor92
5795,5811,Rated,86,OFT,black,20+0,darobertson,1769,tohaimr,1838,A20,English Opening: King's English Variation,69,2016-11-14,02:20:00,tohaimr
5840,5856,Unrated,5,OFT,white,180+0,grundlesniffer,1370,tomo1997,1500,A40,Englund Gambit Declined |  Reversed French,130,2016-03-23,21:53:20,grundlesniffer
5851,5867,Unrated,172,OFT,black,6+5,surgeon98,1500,kellyclarkson,1338,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,162,2017-05-15,23:13:20,kellyclarkson
5873,5889,Rated,74,OFT,black,7+2,majid81,1791,joris42,1867,A45,Indian Game,76,2016-04-10,17:40:00,joris42
5899,5915,Rated,63,OFT,white,10+3,jackydawg,1482,plaisted,1525,C42,Petrov's Defense #2,43,2016-03-15,02:46:40,jackydawg
5910,5926,Rated,50,OFT,black,10+8,rasil1,1431,jackydawg,1510,C00,French Defense: Two Knights Variation,79,2016-03-13,06:20:00,jackydawg
5913,5929,Rated,114,OFT,draw,8+0,jackydawg,1514,libellule,1477,C40,King's Pawn Game: Damiano Defense,37,2016-03-13,06:20:00,
5916,5932,Rated,106,OFT,black,10+0,jackydawg,1525,wisdomfromthelord,1370,B01,Scandinavian Defense,155,2016-03-12,05:20:00,wisdomfromthelord
5933,5949,Rated,156,OFT,black,15+0,morenobh,1435,manrod420,1456,A45,Indian Game,21,2017-03-24,04:33:20,manrod420
5936,5952,Rated,172,OFT,black,7+3,koko3333,1372,manrod420,1434,C41,Philidor Defense,62,2017-03-24,01:46:40,manrod420
5969,5985,Rated,124,OFT,black,10+0,andersonbarros,1543,chippy,1210,B36,Sicilian Defense: Accelerated Dragon,333,2016-04-02,06:53:20,chippy
5973,5989,Unrated,77,OFT,white,5+6,rilesw,1689,romarcin,1703,B50,Sicilian Defense,14,2017-08-27,07:46:40,rilesw
5986,6002,Rated,35,OFT,white,8+3,chessmolester,1720,flavioadrianchess10,1245,B00,Nimzowitsch Defense,475,2017-06-06,03:33:20,chessmolester
5990,6006,Rated,70,OFT,black,10+1,chessmolester,1725,urst,1451,C20,King's Pawn Game,274,2017-06-06,00:46:40,urst
5991,6007,Rated,61,OFT,white,10+1,urst,1431,chessmolester,1750,A40,Englund Gambit Complex Declined,319,2017-06-06,00:46:40,urst
5994,6010,Rated,79,OFT,white,15+0,vova111,1550,chessmolester,1763,D10,Slav Defense #2,213,2017-06-05,19:13:20,vova111
6019,6035,Unrated,30,OFT,black,10+5,justindong,1500,truenochess,2282,A65,Benoni Defense: King's Pawn Line,782,2017-04-14,17:13:20,truenochess
6021,6037,Unrated,28,OFT,black,5+60,justindong,1500,kastorcito,1500,B33,Sicilian Defense: Lasker-Pelikan Variation,0,2017-03-23,06:20:00,kastorcito
6022,6038,Unrated,27,OFT,white,5+60,kastorcito,1500,justindong,1500,B01,Scandinavian Defense: Mieses-Kotroc Variation,0,2017-03-12,20:20:00,kastorcito
6026,6042,Unrated,41,OFT,white,10+10,flaneur,2272,justindong,1500,C51,Italian Game: Evans Gambit |  Anderssen Variation,772,2017-02-18,20:33:20,flaneur
6033,6049,Rated,77,OFT,white,10+0,nash300,1257,acmilan1,1414,D20,Queen's Gambit Accepted: Central Variation |  Modern Defense,157,2016-03-25,04:26:40,nash300
6073,6089,Rated,64,OFT,black,10+0,paperknight,1648,egor_korsakov,1698,C20,King's Pawn Game: Leonardis Variation,50,2017-08-30,19:06:40,egor_korsakov
6083,6099,Rated,123,OFT,white,10+0,egor_korsakov,1679,newtnewt,1694,C50,Italian Game: Giuoco Pianissimo,15,2017-08-03,19:53:20,egor_korsakov
6111,6127,Rated,63,OFT,white,8+0,fistiko,1734,carson_wells,1383,B01,Scandinavian Defense,351,2016-07-14,23:46:40,fistiko
6119,6135,Unrated,98,OFT,black,10+0,carson_wells,1364,triskorg,1738,B12,Caro-Kann Defense: Advance Variation,374,2016-05-12,16:20:00,triskorg
6121,6137,Rated,62,OFT,black,3+8,tajberdi,1302,maliey,1338,C02,French Defense: Advance Variation #3,36,2017-04-08,14:00:00,maliey
6122,6138,Unrated,53,OFT,white,10+2,rmiran,1174,tajberdi,1302,A00,Hungarian Opening: Sicilian Invitation,128,2017-04-08,14:00:00,rmiran
6128,6144,Rated,53,OFT,white,5+5,tajberdi,1273,exodus317,1290,C00,French Defense: Normal Variation,17,2016-03-10,06:06:40,tajberdi
6138,6154,Rated,52,OFT,black,20+3,nuffsaidm8,1631,kito19,1593,A41,Old Indian Defense,38,2016-10-09,16:20:00,kito19
6160,6176,Rated,23,OFT,white,20+3,katusha666,1503,nuffsaidm8,1664,C00,French Defense: Two Knights Variation,161,2016-04-16,23:40:00,katusha666
6181,6197,Rated,49,OFT,white,10+0,blearner,1783,donutsaredelish,1847,A05,King's Indian Attack: Symmetrical Defense,64,2016-03-15,22:13:20,blearner
6187,6203,Rated,116,OFT,black,10+3,augustegloire,1302,acidkat930,963,A00,Van't Kruijs Opening,339,2016-03-01,19:20:00,acidkat930
6207,6223,Rated,104,OFT,black,5+10,call2jas,1754,icelandicponzi,1824,B01,Scandinavian Defense: Icelandic-Palme Gambit,70,2016-02-12,04:06:40,icelandicponzi
6217,6233,Unrated,23,OFT,white,5+8,scrub_slayer,1500,true_god,1099,D00,Queen's Pawn Game: Mason Attack,401,2016-02-04,23:53:20,scrub_slayer
6223,6239,Unrated,70,OFT,black,11+10,kalm-96,2116,berder,2197,D02,Queen's Pawn Game: Zukertort Variation,81,2017-08-28,22:40:00,berder
6224,6240,Rated,65,OFT,white,15+15,berder,2191,jpmolarin,2041,C01,French Defense: Exchange Variation,150,2017-08-28,00:26:40,berder
6271,6287,Rated,13,OFT,white,9+17,rest,1376,seifca90,1248,C40,King's Pawn Game: McConnell Defense,128,2014-08-13,14:26:40,rest
6273,6289,Rated,36,OFT,black,2+10,seifca90,1500,mscarokann,1707,A46,Yusupov-Rubinstein System,207,2014-08-12,21:46:40,mscarokann
6300,6316,Rated,75,OFT,white,10+0,jovaneli,1561,adatene,1589,A42,Sicilian Defense: Hyperaccelerated Fianchetto,28,2017-07-19,13:13:20,jovaneli
6305,6321,Rated,84,OFT,black,10+0,adatene,1630,havidrc,1420,B07,Pirc Defense #5,210,2017-07-19,04:53:20,havidrc
6309,6325,Rated,86,OFT,black,10+0,adatene,1621,edjord24,1650,B56,Sicilian Defense: Classical Variation,29,2017-07-19,02:06:40,edjord24
6314,6330,Rated,92,OFT,black,10+0,adatene,1637,zsocesz,1630,C42,Russian Game: Three Knights Game,7,2017-07-17,16:46:40,zsocesz
6320,6336,Rated,49,OFT,white,10+0,adatene,1653,racingcbav,1684,C44,Scotch Game,31,2017-07-16,13:00:00,adatene
6327,6343,Rated,83,OFT,white,10+0,halonite,1581,adatene,1657,D00,Blackmar-Diemer Gambit: Ryder Gambit,76,2017-07-15,17:33:20,halonite
6344,6360,Rated,39,OFT,white,10+0,hannibal66,1679,tarnanas,1565,C34,King's Gambit Accepted |  Schallopp Defense,114,2015-10-28,02:40:00,hannibal66
6366,6382,Rated,61,OFT,white,10+0,asianindahouse,1472,tarbainternationnal,1450,B40,Sicilian Defense: French Variation,22,2017-06-30,22:00:00,asianindahouse
6383,6399,Rated,53,OFT,white,5+10,dpoty,1580,ebram,1520,A01,Nimzo-Larsen Attack: Modern Variation #4,60,2016-01-28,00:13:20,dpoty
6384,6400,Rated,64,OFT,black,5+10,ebram,1530,dpoty,1568,B00,St. George Defense,38,2016-01-28,00:13:20,dpoty
6460,6477,Unrated,99,OFT,white,8+8,mahmoud_safyan,1649,enemyace,1440,C21,Center Game #2,209,2016-03-22,15:20:00,mahmoud_safyan
6509,6526,Rated,74,OFT,black,10+0,mehmetali_t,1518,anoona,1603,C41,Philidor Defense: Exchange Variation,85,2017-07-26,14:40:00,anoona
6568,6585,Rated,51,OFT,white,10+0,gamingprof,1498,aloni90,1780,C53,Italian Game: Classical Variation #2,282,2017-01-19,12:46:40,gamingprof
6587,6604,Rated,69,OFT,white,10+0,gamingprof,1506,gui84,1605,C41,Philidor Defense #2,99,2016-02-22,14:06:40,gamingprof
6606,6623,Unrated,53,OFT,white,35+3,amirhossein2014,1731,hadimath,1803,C46,Three Knights Opening #2,72,2016-05-13,09:00:00,amirhossein2014
6609,6626,Rated,71,OFT,white,15+10,amirhossein2014,1701,mert2006,1821,C47,Four Knights Game: Scotch Variation,120,2016-05-09,16:06:40,amirhossein2014
6618,6635,Unrated,23,OFT,white,35+3,jdvober,1822,amirhossein2014,1701,C00,French Defense: Knight Variation,121,2016-05-03,18:26:40,jdvober
6633,6650,Rated,90,OFT,black,15+15,marmooool,1390,arnomass,1435,A40,Horwitz Defense,45,2017-08-10,18:33:20,arnomass
6649,6666,Rated,107,OFT,white,8+0,tony995,1949,icichh,2077,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,128,2016-01-11,22:06:40,tony995
6672,6689,Rated,98,OFT,black,10+0,axouu,1291,smartguy101,1037,A40,Englund Gambit Declined |  Reversed Alekhine,254,2016-11-06,19:20:00,smartguy101
6696,6713,Rated,94,OFT,black,10+0,dbercaw,996,crixin,1191,C00,French Defense: Normal Variation,195,2017-03-30,02:13:20,crixin
6700,6717,Rated,95,OFT,white,9+0,thunderleon,1107,crixin,1201,C00,French Defense: Knight Variation,94,2017-03-28,14:06:40,thunderleon
6701,6718,Rated,60,OFT,black,9+0,draconikus,1307,crixin,1187,C01,French Defense: Baeuerle Gambit,120,2017-03-27,21:26:40,crixin
6703,6720,Rated,79,OFT,white,12+0,afberretta,1287,crixin,1203,C00,French Defense: Normal Variation,84,2017-03-26,23:13:20,afberretta
6715,6732,Rated,65,OFT,white,9+0,ladynorth,1306,crixin,1214,C00,French Defense: Normal Variation,92,2016-07-14,15:26:40,ladynorth
6717,6734,Rated,35,OFT,white,9+0,crixin,1212,ochko_losya,1175,A46,Torre Attack #2,37,2016-04-26,05:53:20,crixin
6726,6743,Rated,82,OFT,black,9+0,zaho3a,1331,crixin,1267,C01,French Defense: Mediterranean Defense,64,2016-04-15,06:00:00,crixin
6729,6746,Rated,123,OFT,white,9+0,crixin,1240,m-gibellato,1047,D00,Queen's Pawn Game: Chigorin Variation,193,2016-04-14,18:53:20,crixin
6734,6751,Rated,69,OFT,white,9+0,crixin,1215,thesneakyolive,1316,A40,English Defense #2,101,2016-04-12,05:46:40,crixin
6736,6753,Rated,63,OFT,white,9+0,crixin,1209,thesneakyolive,1337,A00,Van't Kruijs Opening,128,2016-04-12,03:00:00,crixin
6741,6758,Unrated,27,OFT,white,20+5,imandrastoth,1832,ftffgff,1500,B07,Pirc Defense #5,332,2016-01-06,00:26:40,imandrastoth
6756,6773,Rated,72,OFT,black,5+6,joseto,2050,sergeypolozhiev,2044,C60,Ruy Lopez: Cozio Defense,6,2016-09-01,00:33:20,sergeypolozhiev
6758,6775,Rated,136,OFT,black,10+0,sergeypolozhiev,2046,cielpaiva,2011,A40,Horwitz Defense,35,2016-09-01,00:33:20,cielpaiva
6764,6781,Rated,168,OFT,black,15+0,gena1935,2003,sergeypolozhiev,2040,C60,Ruy Lopez: Cozio Defense,37,2016-08-31,07:53:20,sergeypolozhiev
6772,6789,Rated,168,OFT,black,10+0,nesa10,2143,sergeypolozhiev,2032,B01,Scandinavian Defense: Mieses-Kotroc Variation,111,2016-08-26,11:13:20,sergeypolozhiev
6784,6801,Unrated,5,OFT,white,15+0,hugodrx,1500,dhernandez101,1418,A00,Van't Kruijs Opening,82,2016-11-22,18:40:00,hugodrx
6801,6818,Rated,49,OFT,white,15+0,dhernandez101,1415,pantrohf,1319,B02,Alekhine Defense: Mokele Mbembe,96,2016-11-02,23:40:00,dhernandez101
6818,6835,Unrated,50,OFT,black,20+20,cuyanamente,1635,dhernandez101,1377,D00,Queen's Pawn Game #2,258,2016-10-26,02:46:40,dhernandez101
6839,6856,Rated,90,OFT,black,25+5,samat321,1594,o-king-o,1855,C00,Rat Defense: Small Center Defense,261,2016-02-07,18:33:20,o-king-o
6842,6859,Rated,51,OFT,white,10+0,maciek1959,1542,anakgreget,1659,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,117,2017-07-02,10:06:40,maciek1959
6845,6862,Rated,120,OFT,black,16+0,anakgreget,1667,dgddgd,1659,C40,King's Pawn Game: McConnell Defense,8,2017-06-08,13:53:20,dgddgd
6847,6864,Rated,77,OFT,white,10+0,monged01,1748,anakgreget,1671,C48,Four Knights Game: Ranken Variation,77,2017-06-08,05:33:20,monged01
6854,6871,Rated,47,OFT,white,10+2,ikshoz3,1705,anakgreget,1674,D06,Queen's Gambit Refused: Marshall Defense,31,2017-01-02,15:13:20,ikshoz3
6860,6877,Unrated,57,OFT,white,14+0,anakgreget,1714,fortesting,1718,C55,Italian Game: Anti-Fried Liver Defense,4,2016-07-04,02:40:00,anakgreget
6861,6878,Rated,69,OFT,white,15+0,kristall63,1803,anakgreget,1723,D00,Queen's Pawn Game,80,2016-06-26,08:33:20,kristall63
6872,6889,Rated,108,OFT,black,14+0,konstantindn,1757,anakgreget,1709,D00,Queen's Pawn Game: Mason Attack,48,2016-06-02,04:00:00,anakgreget
6875,6892,Rated,66,OFT,black,10+0,anakgreget,1717,fabiodemarco,1709,B40,Sicilian Defense: French Variation,8,2016-05-30,23:13:20,fabiodemarco
6890,6907,Unrated,103,OFT,white,10+0,i_charge_by_foot,1783,jamesrob0t123,1874,A04,Zukertort Opening: Nimzo-Larsen Variation,91,2016-12-14,04:33:20,i_charge_by_foot
6895,6912,Rated,144,OFT,black,10+0,redsarov,1604,jamesrob0t123,1869,B20,Sicilian Defense: Bowdler Attack,265,2016-12-02,03:40:00,jamesrob0t123
6904,6921,Unrated,104,OFT,draw,10+0,ivanbus,1359,coldtits,1258,C41,Philidor Defense,101,2016-12-30,06:40:00,
6946,6963,Unrated,54,OFT,black,10+2,wikiplayschess,1839,tandemchess,1673,C89,Ruy Lopez: Marshall Attack,166,2016-12-02,00:53:20,tandemchess
6966,6983,Unrated,34,OFT,black,5+8,aqwert,2277,aynaz22,1371,B07,Pirc Defense #5,906,2015-12-28,19:13:20,aynaz22
6967,6984,Rated,151,OFT,white,10+0,gmjeff,2312,aqwert,2277,D02,Queen's Pawn Game: Symmetrical Variation,35,2015-12-28,19:13:20,gmjeff
6977,6994,Rated,104,OFT,black,8+0,jeffersondarcy1,1519,harenko,1444,B00,Nimzowitsch Defense: Williams Variation,75,2017-08-24,07:33:20,harenko
6992,7009,Rated,75,OFT,white,9+9,jeffersondarcy1,1532,x__gandalf__x,1640,C44,Scotch Game,108,2017-07-28,16:40:00,jeffersondarcy1
6998,7015,Rated,82,OFT,black,8+0,jeffersondarcy1,1535,ahmethamit,1484,C44,Scotch Game,51,2017-07-18,17:46:40,ahmethamit
7013,7030,Rated,86,OFT,black,5+5,x0x0l,1524,jeffersondarcy1,1567,B20,Sicilian Defense: Bowdler Attack,43,2017-07-14,02:40:00,jeffersondarcy1
7014,7031,Rated,74,OFT,black,10+5,ruddy32375,1484,jeffersondarcy1,1558,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation,74,2017-07-13,23:53:20,jeffersondarcy1
7062,7079,Unrated,124,OFT,black,10+0,icecreamdealer,1774,mohand321,1785,B40,Sicilian Defense: Drazic Variation,11,2017-03-23,03:33:20,mohand321
7066,7083,Unrated,72,OFT,black,10+0,pradipta,1500,icecreamdealer,1774,A40,Queen's Pawn,274,2017-03-22,10:53:20,icecreamdealer
7067,7084,Rated,42,OFT,black,20+0,zubi03,1500,icecreamdealer,1769,C20,Portuguese Opening,269,2017-03-22,10:53:20,icecreamdealer
7087,7104,Rated,81,OFT,white,10+0,elcello,1583,icecreamdealer,1767,C44,Scotch Game: Lolli Variation,184,2017-03-12,03:40:00,elcello
7093,7110,Unrated,73,OFT,white,10+0,icecreamdealer,1801,gorgizadeh,1500,C41,Philidor Defense #3,301,2017-03-12,00:53:20,icecreamdealer
7096,7113,Unrated,99,OFT,white,10+0,deljulio,1421,icecreamdealer,1801,C44,Scotch Game,380,2017-03-12,00:53:20,deljulio
7097,7114,Unrated,87,OFT,white,10+0,the1iplay,1429,icecreamdealer,1801,A00,Saragossa Opening,372,2017-03-12,00:53:20,the1iplay
7110,7127,Rated,90,OFT,black,8+0,elmouele,1313,tahastanly,1330,A40,Queen's Pawn,17,2017-08-22,00:00:00,tahastanly
7124,7141,Rated,86,OFT,black,15+3,cipriand,1299,tahastanly,1371,C20,King's Pawn Game: Wayward Queen Attack,72,2017-08-10,04:40:00,tahastanly
7151,7168,Rated,35,OFT,white,3+8,first-time-1,2230,younesmat,1942,C45,Scotch Game: Mieses Variation,288,2017-08-04,20:53:20,first-time-1
7154,7171,Rated,36,OFT,black,10+0,first-time-1,2254,apostolovo72,2117,A40,Englund Gambit Declined |  Reversed French,137,2017-08-04,09:46:40,apostolovo72
7162,7179,Rated,89,OFT,white,10+0,first-time-1,2211,arjan1967,1731,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,480,2015-12-20,16:46:40,first-time-1
7164,7181,Rated,74,OFT,black,10+0,vanirof,1651,first-time-1,2206,A00,Gedult's Opening,555,2015-12-20,16:46:40,first-time-1
7167,7184,Rated,101,OFT,white,10+0,meir,1684,first-time-1,2239,C00,French Defense #2,555,2015-12-19,18:33:20,meir
7193,7210,Rated,82,OFT,black,20+0,hambiadi,2139,hungcuong,1557,C50,Four Knights Game: Italian Variation,582,2016-04-22,13:00:00,hungcuong
7197,7214,Rated,100,OFT,black,10+0,argoscacchi,1621,chez91,1487,B01,Scandinavian Defense: Main Line,134,2017-09-03,20:20:00,chez91
7200,7217,Rated,99,OFT,white,10+0,chez91,1499,k9mecromance3000,1468,C23,Bishop's Opening,31,2017-09-03,03:40:00,chez91
7209,7226,Rated,61,OFT,white,10+0,kkjasnagar,1459,chez91,1547,B01,Scandinavian Defense,88,2017-08-31,03:26:40,kkjasnagar
7215,7232,Rated,96,OFT,black,10+0,juiz_moro,1540,chez91,1516,B01,Scandinavian Defense: Main Line,24,2017-08-28,00:26:40,chez91
7216,7233,Rated,71,OFT,white,10+0,shiftas,1633,chez91,1524,B01,Scandinavian Defense,109,2017-08-22,16:40:00,shiftas
7218,7235,Rated,107,OFT,white,10+0,chez91,1520,crash88,1468,D00,Queen's Pawn Game: Mason Attack,52,2017-08-21,01:46:40,chez91
7230,7247,Unrated,113,OFT,white,10+0,thepound,1079,biggn,1500,C40,King's Pawn Game: Busch-Gass Gambit,421,2015-12-01,20:00:00,thepound
7244,7261,Rated,57,OFT,white,7+5,tabano,1521,dipset,1507,B07,Pirc Defense #4,14,2017-08-31,03:26:40,tabano
7256,7273,Rated,33,OFT,white,15+5,kevinaso123,1537,dipset,1464,B54,Sicilian Defense #2,73,2017-08-23,01:00:00,kevinaso123
7264,7281,Rated,57,OFT,white,5+8,dipset,1455,iero83,1511,A03,Bird Opening: Dutch Variation,56,2017-08-17,20:00:00,dipset
7276,7293,Rated,93,OFT,white,5+8,dipset,1470,felipeferreira,1538,D02,Queen's Pawn Game: Chigorin Variation,68,2017-08-09,20:20:00,dipset
7277,7294,Rated,70,OFT,black,5+8,dipset,1481,matheus10,1464,B06,Modern Defense,17,2017-08-07,23:53:20,matheus10
7279,7296,Rated,93,OFT,white,10+12,voguha,1655,dipset,1499,C44,Scotch Game,156,2017-07-19,18:46:40,voguha
7286,7303,Rated,99,OFT,white,7+7,bosko1,1619,dipset,1501,B07,Pirc Defense #5,118,2017-07-18,17:46:40,bosko1
7300,7317,Rated,156,OFT,black,10+0,oggy04,1971,palo27,1858,C10,French Defense: Rubinstein Variation |  Blackburne Defense,113,2017-08-11,08:26:40,palo27
7324,7341,Rated,81,OFT,white,10+0,invor,2089,oggy04,2003,B32,Sicilian Defense: Kalashnikov Variation,86,2017-07-13,18:20:00,invor
7329,7346,Unrated,42,OFT,black,5+8,flyingpotato,1500,skarby,1524,C44,Ponziani Opening,24,2016-03-19,20:40:00,skarby
7338,7355,Rated,126,OFT,black,8+0,rezamoghimi2020,1620,miedlepi,1986,A43,Old Benoni Defense,366,2016-09-05,15:40:00,miedlepi
7344,7361,Rated,70,OFT,black,13+13,vivacaligula,1201,slava010976,1275,A00,Van Geet Opening,74,2015-11-20,06:13:20,slava010976
