,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
4396,4412,Rated,106,draw,draw,10+3,jdimojc,1744,gustavobueno24,1440,C60,Ruy Lopez,304,2016-11-07,06:26:40,
4401,4417,Rated,47,draw,draw,10+3,jdimojc,1757,trombler,1748,C57,Italian Game: Two Knights Defense |  Ulvestad Variation,9,2016-11-01,06:00:00,
4412,4428,Rated,136,draw,draw,10+0,flavio2014,2220,kerboodle,2374,B35,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,154,2016-11-08,15:46:40,
4432,4448,Unrated,54,draw,draw,10+0,maks31,1430,translator_ru_ro,1618,B01,Scandinavian Defense: Main Line,188,2017-04-04,18:20:00,
4465,4481,Unrated,76,draw,draw,10+30,ranchowangdu,1500,neikos,1989,A22,English Opening: King's English Variation |  Two Knights Variation,489,2016-10-26,13:53:20,
4467,4483,Unrated,139,draw,draw,10+30,ranchowangdu,1500,matemaatiikkabrah,1500,E91,King's Indian Defense: Orthodox Variation,0,2016-10-26,13:53:20,
4471,4487,Unrated,94,draw,draw,10+30,ranchowangdu,1500,triplek,2081,E92,King's Indian Defense: Petrosian Variation |  Stein Defense,581,2016-10-26,13:53:20,
4472,4488,Unrated,72,draw,draw,30+30,franco2000,2070,ranchowangdu,1500,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,570,2016-10-22,12:40:00,
4475,4491,Unrated,134,draw,draw,30+30,bason,1656,ranchowangdu,1500,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation,156,2016-10-22,12:40:00,
4488,4504,Rated,156,draw,draw,5+5,cuazar,1813,abcd1611,1834,C00,French Defense: Normal Variation,21,2017-08-31,06:13:20,
4525,4541,Rated,137,draw,draw,10+0,crunchyslime,1312,userx100,1316,D10,Slav Defense,4,2017-08-26,17:53:20,
4566,4582,Unrated,18,draw,draw,30+35,zoerichi,1051,maximus_2000,1257,A04,Zukertort Opening: Ross Gambit,206,2016-11-12,05:53:20,
4568,4584,Unrated,29,draw,draw,180+180,zoerichi,1051,maximus_2000,1257,A04,Zukertort Opening: Ross Gambit,206,2016-11-12,05:53:20,
4573,4589,Unrated,6,draw,draw,15+15,zoerichi,1025,azredrider,1734,A00,Van Geet Opening,709,2016-11-01,03:13:20,
4580,4596,Rated,6,draw,draw,5+10,jendress,1414,zoerichi,983,C20,King's Pawn Game: Leonardis Variation,431,2016-10-22,04:20:00,
4628,4644,Rated,101,draw,draw,10+0,tranh,1836,thegreatman06,1925,D02,Queen's Pawn Game: Symmetrical Variation,89,2017-08-20,03:33:20,
4632,4648,Unrated,17,draw,draw,30+0,barbacued,2160,thegreatman06,1925,C41,Philidor Defense,235,2017-08-19,22:00:00,
4633,4649,Unrated,127,draw,draw,30+0,chupa16,1986,thegreatman06,1925,C50,Italian Game,61,2017-08-19,22:00:00,
4657,4673,Rated,105,draw,draw,10+0,thegreatman06,1938,bert9999,1980,D01,Queen's Pawn Game: Chigorin Variation,42,2017-08-05,05:13:20,
4659,4675,Rated,97,draw,draw,10+0,bert9999,1996,thegreatman06,1916,C50,Italian Game,80,2017-08-05,02:26:40,
4676,4692,Unrated,98,draw,draw,10+0,chessninja6,2263,zilic1,1500,B32,Sicilian Defense: Godiva Variation,763,2017-04-17,23:00:00,
4680,4696,Rated,29,draw,draw,16+7,bmayem,1975,nicholas9999,1750,C68,Ruy Lopez: Exchange Variation |  King's Bishop Variation,225,2016-08-17,18:53:20,
4792,4808,Rated,19,draw,draw,15+0,andreschil,1176,morrsze,1090,C65,Ruy Lopez: Berlin Defense,86,2016-09-09,00:13:20,
4855,4871,Rated,122,draw,draw,25+5,zoro94,1666,ammanian,1701,B14,Caro-Kann Defense: Panov Attack,35,2016-11-15,22:46:40,
4861,4877,Rated,150,draw,draw,15+3,ammanian,1694,zoro94,1709,B10,Caro-Kann Defense,15,2016-11-09,16:46:40,
4866,4882,Rated,157,draw,draw,15+3,zoro94,1708,ammanian,1694,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,14,2016-11-09,16:46:40,
4870,4886,Unrated,33,draw,draw,5+10,ammanian,1696,burnsbrad,1500,D00,Queen's Pawn Game: Chigorin Variation,196,2016-08-22,18:20:00,
4941,4957,Rated,26,draw,draw,30+0,amocci,1275,soulman2001,1467,C43,Petrov: Modern Attack,192,2016-07-14,09:53:20,
4951,4967,Rated,74,draw,draw,20+0,hightwaytohell,1558,achikotetunashvili,1657,D20,Queen's Gambit Accepted: Old Variation,99,2017-03-01,12:06:40,
5026,5042,Rated,107,draw,draw,10+0,arniepye_in_the_sky,1141,dadt505,1138,C47,Four Knights Game: Scotch Variation,3,2017-08-26,01:13:20,
5033,5049,Rated,32,draw,draw,7+6,carrillo,1154,dadt505,1148,C23,Bishop's Opening,6,2017-08-25,19:40:00,
5055,5071,Unrated,116,draw,draw,10+0,mcdaman,1424,lekoloko,1158,C23,Bishop's Opening,266,2016-12-29,00:06:40,
5077,5093,Unrated,28,draw,draw,10+8,decibelzerg,1500,mcdaman,1414,C30,King's Gambit Declined |  Queen's Knight Defense,86,2016-12-03,04:40:00,
5080,5096,Unrated,30,draw,draw,15+10,songhopur,1500,mcdaman,1414,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,86,2016-12-03,04:40:00,
5164,5180,Rated,104,draw,draw,10+5,blokh1n,1160,alk850411,1164,B01,Scandinavian Defense,4,2016-06-15,14:13:20,
5196,5212,Unrated,36,draw,draw,15+0,yusiko,1908,maximillian_08,2076,B21,Sicilian Defense: Smith-Morra Gambit #2,168,2016-05-05,12:06:40,
5200,5216,Rated,98,draw,draw,15+0,maximillian_08,2029,grafalex,2047,A13,English Opening: Agincourt Defense #2,18,2016-05-04,08:20:00,
5203,5219,Unrated,133,draw,draw,10+8,saidou1,1851,maximillian_08,2082,B45,Sicilian Defense: Four Knights Variation,231,2016-04-27,12:26:40,
5228,5244,Rated,99,draw,draw,15+15,italiaclassica92,1614,mrtx,1673,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,59,2017-08-29,20:53:20,
5235,5251,Rated,114,draw,draw,10+0,mrtx,1705,alkarta,1709,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,4,2017-08-29,01:26:40,
5236,5252,Rated,72,draw,draw,10+0,benallal,1893,mrtx,1700,D12,Slav Defense: Quiet Variation |  Pin Defense,193,2017-08-29,01:26:40,
5255,5271,Unrated,69,draw,draw,8+0,evan_h1234,1328,maximfilms,1500,B02,Alekhine Defense: Scandinavian Variation,172,2016-05-21,17:00:00,
5274,5290,Rated,64,draw,draw,10+20,buddashand,1284,evan_h1234,1348,D10,Slav Defense #2,64,2016-05-14,23:53:20,
5377,5393,Rated,96,draw,draw,180+180,kryptik,1530,vasculartapestry,1543,A40,Englund Gambit,13,2017-08-16,21:46:40,
5390,5406,Rated,45,draw,draw,10+0,cemki22,1530,artem555,1635,B13,Caro-Kann Defense: Exchange Variation,105,2017-08-01,06:46:40,
5412,5428,Rated,63,draw,draw,20+0,artem555,1546,pavan_iitg,1522,C41,Philidor Defense #2,24,2017-07-18,15:00:00,
5417,5433,Rated,107,draw,draw,10+0,artem555,1566,regaguay,1585,C46,Three Knights Opening: Steinitz Defense,19,2017-07-13,15:33:20,
5431,5447,Rated,132,draw,draw,15+5,bishopson,2109,mar_matt,1913,A40,Horwitz Defense,196,2016-05-10,00:26:40,
5434,5450,Rated,63,draw,draw,15+0,bishopson,2214,sumitan,2187,D45,Semi-Slav Defense: Main Line,27,2016-05-07,22:26:40,
5440,5456,Rated,99,draw,draw,5+5,bishopson,2148,smjt,2213,A46,Torre Attack,65,2016-04-23,16:46:40,
5451,5467,Unrated,81,draw,draw,10+0,oceanicharvest,1987,iskander1102,1500,D50,Queen's Gambit Declined: Modern Variation,487,2017-08-13,18:46:40,
5484,5500,Rated,31,draw,draw,15+0,nitink1,1500,ranniere,1524,D07,Queen's Gambit Refused: Chigorin Defense,24,2016-04-16,01:26:40,
5486,5502,Rated,119,draw,draw,10+10,lequangtho,1852,thehutchtouch,1836,B30,Sicilian Defense: Old Sicilian,16,2017-08-22,02:46:40,
5495,5511,Rated,104,draw,draw,10+13,thehutchtouch,1813,2700172,1850,A80,Dutch Defense,37,2017-08-01,06:46:40,
5514,5530,Rated,50,draw,draw,10+0,jsifrask,1979,thehutchtouch,1905,D02,Queen's Pawn Game: Zukertort Variation,74,2017-07-08,18:53:20,
5590,5606,Rated,36,draw,draw,11+0,kaloseidoscopeo,1501,astueven7,1255,C01,French Defense: Exchange Variation,246,2016-04-10,20:26:40,
5601,5617,Rated,84,draw,draw,16+0,astueven7,1433,mateous,1315,C50,Italian Game,118,2016-04-09,19:26:40,
5619,5635,Unrated,26,draw,draw,10+10,cameronl86,1652,relentlessstriker,1120,A45,Indian Game,532,2017-03-22,02:33:20,
5659,5675,Rated,114,draw,draw,6+5,sam540,1383,alex28195,1428,C26,Vienna Game: Mieses Variation,45,2016-03-29,00:06:40,
5729,5745,Rated,115,draw,draw,5+5,jimselpixel,1437,eche777,1333,C41,Philidor Defense,104,2017-08-15,18:00:00,
5738,5754,Rated,67,draw,draw,5+8,rys3000,1579,eche777,1331,C23,Bishop's Opening,248,2017-08-09,20:20:00,
5760,5776,Rated,73,draw,draw,15+5,darobertson,1647,trashmaster,1647,B01,Scandinavian Defense: Main Line |  Mieses Variation,0,2017-06-26,01:20:00,
5767,5783,Rated,18,draw,draw,15+15,trashmaster,1661,darobertson,1661,B50,Sicilian Defense,0,2017-05-12,03:33:20,
5783,5799,Rated,100,draw,draw,15+5,namihaghighat,1745,darobertson,1707,B57,Sicilian Defense: Sozin |  not Scheveningen,38,2016-11-16,01:33:20,
5809,5825,Unrated,128,draw,draw,5+5,runcrazex,2270,urfinjazz,2451,B30,Sicilian Defense: Old Sicilian,181,2016-04-24,01:06:40,
5816,5832,Unrated,107,draw,draw,5+5,hh88,1962,runcrazex,2270,C69,Ruy Lopez: Exchange Variation |  Normal Variation,308,2016-04-02,20:46:40,
5833,5849,Unrated,65,draw,draw,30+0,tomo1997,1500,grundlesniffer,1370,C21,King's Pawn Game: Beyer Gambit,130,2016-03-29,05:40:00,
5834,5850,Unrated,70,draw,draw,30+0,tomo1997,1500,grundlesniffer,1370,C20,King's Pawn Game: Leonardis Variation,130,2016-03-28,04:40:00,
5836,5852,Unrated,72,draw,draw,30+0,grundlesniffer,1370,tomo1997,1500,C40,King's Pawn Game: Busch-Gass Gambit,130,2016-03-29,05:40:00,
5844,5860,Unrated,50,draw,draw,180+0,grundlesniffer,1370,tomo1997,1500,C20,King's Pawn Game: Napoleon Attack,130,2016-03-21,06:00:00,
5858,5874,Rated,24,draw,draw,10+0,kellyclarkson,1346,roman83,1343,C50,Italian Game: Schilling-Kostic Gambit,3,2017-02-24,23:46:40,
5976,5992,Unrated,97,draw,draw,10+0,rilesw,1689,d_amrocky,1790,C46,Four Knights Game,101,2017-08-22,02:46:40,
6008,6024,Unrated,24,draw,draw,30+0,hayati563,1500,destroyer4,1243,C00,French Defense #2,257,2016-12-13,00:46:40,
6036,6052,Rated,22,draw,draw,10+0,countmustachio,1194,nash300,1255,B20,Sicilian Defense: Bowdler Attack,61,2016-03-25,04:26:40,
6065,6081,Rated,11,draw,draw,5+8,awesomegurl,1500,golal,1210,A01,Nimzo-Larsen Attack,290,2016-02-22,03:00:00,
6070,6086,Rated,89,draw,draw,10+0,perunswolf,1635,egor_korsakov,1723,E11,Bogo-Indian Defense: Exchange Variation,88,2017-08-30,19:06:40,
6074,6090,Rated,98,draw,draw,10+0,egor_korsakov,1698,krishnacricketer,1720,C01,French Defense: Exchange Variation,22,2017-08-29,18:06:40,
6079,6095,Rated,65,draw,draw,20+0,kinghunterra,1702,egor_korsakov,1700,C21,Danish Gambit,2,2017-08-09,17:33:20,
6094,6110,Rated,105,draw,draw,10+0,ludonix,1645,egor_korsakov,1702,C64,Ruy Lopez: Classical Variation,57,2017-06-27,19:00:00,
6104,6120,Rated,117,draw,draw,10+0,carson_wells,1467,fistiko,1686,A04,Zukertort Opening: Sicilian Invitation,219,2016-08-08,01:33:20,
6109,6125,Rated,111,draw,draw,10+0,fistiko,1742,carson_wells,1372,A00,Polish Opening: Grigorian Variation,370,2016-07-14,23:46:40,
6114,6130,Rated,89,draw,draw,30+0,fistiko,1759,carson_wells,1364,D20,Queen's Gambit Accepted: Saduleto Variation,395,2016-06-03,02:13:20,
6163,6179,Rated,125,draw,draw,20+3,virussport,1677,nuffsaidm8,1639,D00,Queen's Pawn Game,38,2016-04-14,21:40:00,
6188,6204,Rated,111,draw,draw,10+5,limosa,1174,acidkat930,956,A03,Bird Opening,218,2016-03-01,13:46:40,
6191,6207,Rated,54,draw,draw,10+3,acidkat930,962,zombis23,1133,B07,King's Pawn Game: Maroczy Defense,171,2016-02-29,18:20:00,
6196,6212,Rated,106,draw,draw,20+0,milad366,1126,acidkat930,950,C00,French Defense #2,176,2016-02-28,17:20:00,
6200,6216,Rated,113,draw,draw,10+0,chineseboy42,1180,fello87,1091,C40,King's Pawn Game: Damiano Defense,89,2016-05-15,22:06:40,
6258,6274,Rated,66,draw,draw,60+0,saitama_opm,1431,kockica,1418,B02,Alekhine Defense,13,2016-02-09,01:06:40,
6276,6292,Rated,124,draw,draw,15+2,lilbigjay,1020,lightfoot,1228,A00,Grob Opening,208,2016-02-06,23:06:40,
6351,6367,Rated,110,draw,draw,5+5,lora_cat,1653,hannibal66,1633,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,20,2015-09-02,10:33:20,
6353,6369,Rated,99,draw,draw,10+0,hosein_rabiee_g,1514,asianindahouse,1479,C44,King's Knight Opening: Normal Variation,35,2017-08-22,19:26:40,
6357,6373,Rated,124,draw,draw,10+0,alphalimaindia,1510,asianindahouse,1488,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,22,2017-07-24,21:00:00,
6410,6426,Rated,96,draw,draw,5+10,dpoty,1511,slava010976,1363,A03,Bird Opening: Dutch Variation,148,2016-01-26,06:33:20,
6421,6437,Rated,46,draw,draw,5+10,ellelawliet,1355,dpoty,1409,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,54,2016-01-26,03:46:40,
6480,6497,Rated,80,draw,draw,20+20,ahmedgomez,1432,mahmoud_safyan,1568,C46,Three Knights Opening,136,2016-03-20,10:33:20,
6491,6508,Unrated,149,draw,draw,11+1,a55s72,1500,ak6664,1500,B07,Rat Defense: Harmonist,0,2016-01-16,02:06:40,
6502,6519,Unrated,126,draw,draw,10+5,mehmetali_t,1518,nosllohcin,1438,C44,Scotch Game,80,2017-08-11,11:13:20,
6503,6520,Unrated,10,draw,draw,20+25,mehmetali_t,1518,sudebala,1760,C45,Scotch Game: Schmidt Variation,242,2017-08-11,11:13:20,
6504,6521,Unrated,8,draw,draw,20+25,mehmetali_t,1518,kadirkv,1875,C02,French Defense: Advance Variation,357,2017-08-11,11:13:20,
6505,6522,Unrated,10,draw,draw,20+5,mehmetali_t,1518,a_arda_y,1500,C45,Scotch Game: Modern Defense,18,2017-08-11,11:13:20,
6612,6629,Unrated,53,draw,draw,35+3,aleks_1969,1859,amirhossein2014,1701,C02,French Defense: Advance Variation #4,158,2016-05-06,18:40:00,
6616,6633,Unrated,81,draw,draw,35+3,zubr2110,1868,amirhossein2014,1701,C00,French Defense: Knight Variation,167,2016-05-05,12:06:40,
6623,6640,Unrated,47,draw,draw,30+3,farshiiiid,1841,amirhossein2014,1701,C02,French Defense: Advance Variation |  Main Line,140,2016-05-01,19:13:20,
6636,6653,Rated,79,draw,draw,15+15,arnomass,1449,baron_sigma,1485,D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,36,2017-08-09,00:53:20,
6651,6668,Rated,57,draw,draw,10+0,monclayer2,1776,tony995,1949,C48,Four Knights Game: Spanish Variation,173,2016-01-11,22:06:40,
6656,6673,Rated,90,draw,draw,15+8,tony995,1949,nuhbek,2057,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,108,2016-01-10,15:33:20,
6663,6680,Rated,113,draw,draw,5+5,fernandoantonio,1707,tony995,1881,C69,Ruy Lopez: Exchange Variation |  Bronstein Variation,174,2016-01-08,02:26:40,
6668,6685,Rated,150,draw,draw,10+0,smartguy101,1057,lgonzaguille,1595,D00,Queen's Pawn Game #3,538,2016-11-06,22:06:40,
6684,6701,Unrated,45,draw,draw,20+20,spotter,1364,esteban105,1422,C41,Philidor Defense #2,58,2017-02-25,19:13:20,
6759,6776,Rated,221,draw,draw,15+10,fantasticthinking,2111,sergeypolozhiev,2044,C50,Giuoco Piano,67,2016-08-31,10:40:00,
6765,6782,Rated,103,draw,draw,15+0,sergeypolozhiev,2040,bobc,2066,A48,London System,26,2016-08-31,05:06:40,
6769,6786,Rated,126,draw,draw,15+10,sergeypolozhiev,2025,mateochess,2004,D02,Queen's Pawn Game: London System,21,2016-08-28,10:26:40,
6881,6898,Rated,27,draw,draw,15+0,meekrose,1436,ravinal,1525,C23,Bishop's Opening,89,2016-01-04,06:46:40,
6888,6905,Unrated,79,draw,draw,10+0,jamesrob0t123,1874,oussamagmaster,1824,C41,Philidor Defense #4,50,2017-01-07,03:33:20,
6892,6909,Unrated,86,draw,draw,25+0,jamesrob0t123,1874,yilmazibo,1754,B00,Owen Defense,120,2016-12-11,04:20:00,
6898,6915,Unrated,142,draw,draw,25+0,bebano,1669,jamesrob0t123,1869,A46,Torre Attack #2,200,2016-11-21,23:13:20,
6918,6935,Rated,100,draw,draw,20+0,ivanbus,1289,erdemb,1372,C41,Philidor Defense,83,2016-01-16,07:40:00,
6952,6969,Rated,115,draw,draw,15+8,aqwert,2322,gelerozijn,2472,A00,Van Geet Opening: Dunst-Perrenet Gambit,150,2016-01-09,20:06:40,
6972,6989,Rated,69,draw,draw,9+1,kasrraiix,2235,aqwert,2258,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,23,2015-12-26,20:00:00,
7028,7045,Unrated,56,draw,draw,15+0,tomas26,1891,gordonshimm,1854,C31,King's Gambit |  Falkbeer Countergambit |  Hinrichsen Gambit,37,2017-09-01,21:06:40,
7037,7054,Rated,130,draw,draw,10+0,pmw97,1710,tttruth,2053,E32,Nimzo-Indian Defense: Classical Variation,343,2017-04-09,20:33:20,
7064,7081,Unrated,43,draw,draw,10+0,icecreamdealer,1774,siltru28,1683,C46,Three Knights Opening,91,2017-03-23,03:33:20,
7190,7207,Rated,115,draw,draw,8+0,mariobb,1752,hungcuong,1744,A00,Van't Kruijs Opening,8,2016-05-06,13:06:40,
7194,7211,Rated,95,draw,draw,30+0,valars,1509,hungcuong,1573,C62,Ruy Lopez: Steinitz Defense,64,2016-03-11,15:26:40,
7222,7239,Rated,99,draw,draw,15+0,mrbond,1500,jsanik,1897,B07,King's Pawn Game: Maroczy Defense,397,2016-01-28,05:46:40,
7231,7248,Rated,82,draw,draw,10+0,thepound,1075,bailey_trim,1120,C00,French Defense #2,45,2015-12-01,00:33:20,
7313,7330,Rated,142,draw,draw,10+0,oggy04,1986,vjs,1993,C13,French Defense: Alekhine-Chatard Attack |  Maroczy Variation,7,2017-08-07,10:00:00,
7315,7332,Rated,120,draw,draw,10+0,oggy04,1988,hosein1382,1730,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack,258,2017-08-07,10:00:00,
7356,7373,Rated,52,draw,draw,15+10,ankachess,1309,mastermrk,1305,B01,Scandinavian Defense,4,2017-06-15,20:53:20,
7371,7388,Rated,14,draw,draw,180+0,gaymanipulation,1224,nepheline148,1148,B01,Scandinavian Defense,76,2015-12-04,06:20:00,
7381,7398,Unrated,119,draw,draw,30+0,gaymanipulation,1291,iolich,1500,B06,Modern Defense,209,2015-11-27,04:53:20,
7383,7400,Rated,8,draw,draw,5+10,gaymanipulation,1500,surikki,1017,D00,Amazon Attack,483,2015-11-15,20:40:00,
7454,7471,Rated,116,draw,draw,10+0,dkattir,1832,kareematte,1752,B06,Modern Defense,80,2017-01-20,22:06:40,
7461,7478,Rated,45,draw,draw,10+0,dkattir,1838,marbeg,1877,E20,Nimzo-Indian Defense: Ragozin Variation,39,2017-01-18,22:53:20,
7472,7489,Rated,173,draw,draw,10+0,rampras,1954,dkattir,1859,D00,Queen's Pawn Game: Steinitz Countergambit,95,2017-01-16,09:46:40,
7474,7491,Rated,178,draw,draw,10+0,dkattir,1872,ljuba1947,1876,D43,Semi-Slav Defense,4,2017-01-15,14:20:00,
7535,7552,Rated,112,draw,draw,10+0,federico57,2273,willyjohnson,2225,B50,Sicilian Defense,48,2017-06-21,21:20:00,
7541,7558,Rated,68,draw,draw,10+0,willyjohnson,2252,blackdragon7,2295,B23,Sicilian Defense: Closed Variation,43,2017-05-19,21:40:00,
7573,7590,Rated,109,draw,draw,15+0,shadow1031,1417,davidul,1463,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,46,2017-03-11,22:06:40,
7589,7606,Rated,151,draw,draw,20+11,divu7,1632,zen32,1621,A53,Old Indian Defense,11,2017-09-02,19:20:00,
7634,7651,Unrated,4,draw,draw,150+8,willoh101,1505,flaizhen,1500,D01,Queen's Pawn Game: Chigorin Variation,5,2015-10-17,13:53:20,
7644,7661,Rated,14,draw,draw,5+180,whyisthat,1774,iechoic,1648,C10,French Defense: Rubinstein Variation |  Blackburne Defense,126,2015-10-15,20:13:20,
7676,7693,Rated,96,draw,draw,10+0,bocadagod,1531,ujjaldidarsingh,1430,A43,Benoni Defense: Benoni Gambit Accepted,101,2017-07-17,02:53:20,
7681,7698,Rated,43,draw,draw,10+0,baruchizi,1527,bocadagod,1565,B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,38,2017-07-14,22:06:40,
7684,7701,Rated,84,draw,draw,10+0,bocadagod,1589,sikier,1606,D06,Queen's Gambit Refused: Austrian Defense,17,2017-07-09,19:53:20,
7687,7704,Rated,111,draw,draw,10+0,jpmac,1783,bocadagod,1595,D02,Queen's Pawn Game: Zukertort Variation,188,2017-07-09,17:06:40,
7715,7732,Rated,154,draw,draw,10+0,thorussi,1554,bocadagod,1535,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,19,2017-06-25,17:00:00,
7737,7754,Rated,75,draw,draw,10+0,scooberftw,1766,marcusfontaine,1852,B44,Sicilian Defense: Paulsen Variation |  Szen Variation,86,2017-02-24,01:33:20,
7797,7814,Rated,97,draw,draw,10+0,lawrenman,1717,morphyagain,1985,E61,Indian Game: West Indian Defense,268,2015-11-07,01:33:20,
7817,7834,Rated,10,draw,draw,10+15,schuler,1414,drew666,1159,B06,Robatsch (Modern) Defense,255,2015-09-22,19:26:40,
7851,7868,Rated,143,draw,draw,10+0,zito_olaybal_jr,1500,giorgos,1429,C41,Philidor Defense,71,2015-09-16,07:53:20,
7855,7872,Rated,115,draw,draw,15+0,dkflbvbhjd,1817,majstor2650,1688,C42,Petrov's Defense #4,129,2017-08-20,17:26:40,
7878,7895,Rated,5,draw,draw,10+0,hebi,1357,flo_fox,1471,A06,Zukertort Opening: Tennison Gambit,114,2015-09-22,13:53:20,
7890,7907,Rated,121,draw,draw,10+0,superpatelio,1107,hebi,1332,C49,Four Knights Game: Double Spanish,225,2015-09-17,14:26:40,
7911,7928,Unrated,50,draw,draw,15+15,webkin,1580,artas123,1958,C50,Giuoco Piano,378,2017-03-15,17:46:40,
7916,7933,Rated,29,draw,draw,15+10,webkin,1584,remedy93,1648,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,64,2017-03-08,19:06:40,
7968,7985,Rated,161,draw,draw,10+0,sekatski,1459,hd_aslani,1462,A01,Nimzo-Larsen Attack: Modern Variation,3,2017-08-27,07:46:40,
8016,8033,Rated,143,draw,draw,5+5,fireball19,1639,bowwow,1663,A45,Indian Game,24,2016-05-24,22:46:40,
8032,8049,Rated,93,draw,draw,15+0,petr-klyunkov,1736,elcidestaron,1832,C00,French Defense: Knight Variation,96,2016-01-18,09:40:00,
8036,8053,Rated,96,draw,draw,15+0,innout,1864,elcidestaron,1823,C10,French Defense: Rubinstein Variation |  Fort Knox Variation,41,2015-12-28,02:33:20,
8046,8063,Rated,73,draw,draw,15+0,elcidestaron,1770,italovieira,1774,D93,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation,4,2015-09-26,04:00:00,
8055,8072,Rated,13,draw,draw,30+0,elcidestaron,1849,wladek1955,1826,B03,Alekhine Defense #2,23,2015-09-06,09:00:00,
8081,8098,Rated,75,draw,draw,10+0,pepeline84,1721,tonyhuang19,1249,C78,Ruy Lopez: Morphy Defense,472,2015-11-22,05:26:40,
8167,8184,Rated,104,draw,draw,15+0,abhishek1981,1542,apis11,1954,B30,Sicilian Defense: Old Sicilian,412,2015-11-16,07:46:40,
8208,8225,Rated,131,draw,draw,8+0,mysteriouslabyrinth,1913,alexmalando,1754,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,159,2015-12-25,16:13:20,
8258,8275,Rated,113,draw,draw,5+10,aeilnrst,1956,ivko73,1862,D52,Queen's Gambit Declined,94,2017-07-06,19:40:00,
8370,8387,Rated,122,draw,draw,10+0,youralterego,2277,mkitsimple,1893,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3,384,2016-12-06,04:53:20,
8389,8406,Rated,94,draw,draw,0+12,tree_3,1500,vishwathg,1516,D30,Queen's Gambit Declined,16,2017-05-22,21:53:20,
8428,8445,Rated,159,draw,draw,5+10,anudeep_nani1501,1455,khvorov,1510,C20,King's Pawn Game: Wayward Queen Attack,55,2015-06-27,07:26:40,
8446,8463,Rated,75,draw,draw,8+5,wizard_nick,1401,offele,1477,C10,French Defense: Rubinstein Variation,76,2017-04-06,23:06:40,
8454,8471,Rated,86,draw,draw,20+0,sandrusa123,1710,turkishcuirassier,1741,B40,Sicilian Defense: Marshall Counterattack,31,2016-11-06,02:40:00,
8462,8479,Unrated,115,draw,draw,5+8,forevervision,1257,micahkohn,991,B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation,266,2015-10-23,22:40:00,
8483,8500,Unrated,107,draw,draw,10+4,traced,2243,morbit,2186,C42,Russian Game: Classical Attack |  Mason Variation,57,2015-06-19,18:53:20,
8488,8505,Rated,119,draw,draw,12+5,dofranck,2052,traced,2162,C25,Vienna Game: Anderssen Defense,110,2015-06-18,23:26:40,
8587,8604,Rated,86,draw,draw,10+0,tegarindra,2018,madd_hatter,1527,C10,French Defense: Paulsen Variation,491,2017-03-01,09:20:00,
8640,8657,Rated,118,draw,draw,7+14,abdouorabi,2111,pavelsps,1981,B01,Scandinavian Defense: Portuguese Variation,130,2017-08-28,22:40:00,
8684,8701,Rated,116,draw,draw,10+10,taka0909,1603,nederlander2,1475,C44,Ponziani Opening: Jaenisch Counterattack,128,2015-07-05,01:33:20,
8687,8704,Rated,128,draw,draw,6+6,nederlander2,1469,prins,1524,D00,Queen's Pawn Game: Mason Attack,55,2015-07-04,22:46:40,
8688,8705,Rated,20,draw,draw,6+5,mechmech007,1376,nederlander2,1472,C50,Four Knights Game: Italian Variation,96,2015-07-04,20:00:00,
8702,8719,Rated,96,draw,draw,15+15,jaredugan,1204,cape217,1379,B23,Sicilian Defense: Closed Variation,175,2017-08-28,03:13:20,
8712,8729,Rated,72,draw,draw,15+15,joemccann,1359,cape217,1440,B21,Sicilian Defense: Smith-Morra Gambit #2,81,2017-08-23,23:13:20,
8719,8736,Rated,94,draw,draw,15+15,swagerboy69,1404,cape217,1418,B20,Sicilian Defense: Bowdler Attack,14,2017-08-10,15:46:40,
8721,8738,Rated,86,draw,draw,15+15,chpsuso,1463,cape217,1405,A45,Trompowsky Attack,58,2017-08-07,18:20:00,
