,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
428,428,Rated,38,OFT,black,10+10,ahmadsan,1560,kyanh,1580,B02,Alekhine Defense: Scandinavian Variation,20,2017-08-29,04:13:20,kyanh
429,429,Rated,70,OFT,black,5+5,petrinja1,1727,kyanh,1574,B01,Scandinavian Defense: Modern Variation #2,153,2017-08-20,14:40:00,kyanh
430,430,Rated,48,resign,black,10+0,kyanh,1579,ashis_ch,1841,E00,Indian Game: East Indian Defense,262,2017-08-20,14:40:00,ashis_ch
431,431,Rated,50,resign,black,10+0,luckynrone,1877,kyanh,1558,C11,French Defense: Steinitz Variation #2,319,2017-08-09,12:00:00,kyanh
432,432,Rated,57,resign,white,10+0,kyanh,1536,trippinboris,1962,A45,Trompowsky Attack,426,2017-08-09,12:00:00,kyanh
433,433,Rated,148,OFT,draw,10+0,kyanh,1529,fivetimes,1763,D00,Queen's Pawn Game: Mason Attack,234,2017-08-09,12:00:00,
434,434,Rated,62,mate,black,10+7,sadecebeyaz,1590,kyanh,1515,B01,Scandinavian Defense: Modern Variation #2,75,2017-08-09,09:13:20,kyanh
435,435,Rated,29,resign,white,10+0,samba_rei,1653,kyanh,1522,A80,Dutch Defense,131,2017-08-04,04:13:20,samba_rei
436,436,Rated,52,mate,black,10+0,manikandan_25,1675,kyanh,1505,B01,Scandinavian Defense: Panov Transfer,170,2017-08-04,04:13:20,kyanh
437,437,Rated,26,mate,black,10+0,nandito_messi,1547,kyanh,1491,B01,Scandinavian Defense: Panov Transfer,56,2017-08-04,04:13:20,kyanh
438,438,Rated,59,resign,black,10+0,kyanh,1507,nightshade7,1399,A40,Englund Gambit,108,2017-08-04,04:13:20,nightshade7
440,440,Rated,195,draw,draw,10+0,kyanh,1496,tossinov,1703,A48,London System,207,2017-08-04,04:13:20,
441,441,Rated,56,resign,black,10+0,martinlutherking,1482,kyanh,1484,B01,Scandinavian Defense: Modern Variation #2,2,2017-08-04,04:13:20,kyanh
442,442,Rated,40,resign,black,10+0,kyanh,1486,timur-30,1909,A40,Modern Defense,423,2017-08-04,01:26:40,timur-30
443,443,Rated,31,mate,white,10+0,mat-chess,1919,kyanh,1488,A11,English Opening: Caro-Kann Defensive System,431,2017-08-04,01:26:40,mat-chess
444,444,Rated,60,resign,black,10+0,kyanh,1488,vikingo31,2192,A45,Indian Game,704,2017-08-04,01:26:40,vikingo31
445,445,Rated,45,resign,white,10+0,kyanh,1470,avonskillstreet,1684,D00,Queen's Pawn Game: Mason Attack,214,2017-08-04,01:26:40,kyanh
446,446,Rated,63,draw,draw,5+8,kyanh,1465,herbertfj,1659,A81,Dutch Defense: Fianchetto Attack,194,2017-08-02,10:33:20,
447,447,Rated,17,resign,white,10+0,gucanni,1586,kyanh,1473,D02,Queen's Pawn Game: London System,113,2017-08-02,10:33:20,gucanni
448,448,Rated,34,resign,white,10+0,nickm3,1548,kyanh,1488,B03,Alekhine Defense,60,2017-08-02,10:33:20,nickm3
449,449,Rated,36,mate,black,10+0,kyanh,1500,checkerssux,1501,A45,Indian Game,1,2017-08-02,10:33:20,checkerssux
450,450,Rated,62,mate,black,10+0,jgan91,1509,kyanh,1487,B05,Alekhine Defense: Modern Variation |  Main Line,22,2017-08-02,10:33:20,kyanh
451,451,Rated,46,draw,draw,7+5,jobwoge,1356,kyanh,1491,B01,Scandinavian Defense,135,2017-08-02,07:46:40,
452,452,Rated,34,resign,black,10+0,kyanh,1495,stratus22,1771,A45,Indian Game,276,2017-08-02,05:00:00,stratus22
453,453,Rated,38,resign,white,5+5,bud4la,1529,fischerdipper,1639,C00,French Defense: Knight Variation,110,2017-08-29,15:20:00,bud4la
454,454,Rated,107,resign,white,5+5,fischerdipper,1631,bud4la,1537,C41,Philidor Defense: Hanham Variation,94,2017-08-29,15:20:00,fischerdipper
455,455,Rated,42,resign,black,5+5,bud4la,1546,fischerdipper,1621,B54,Sicilian Defense #2,75,2017-08-29,15:20:00,fischerdipper
456,456,Rated,35,resign,white,5+5,puppoo1981,1568,fischerdipper,1636,C00,French Defense: Pelikan Variation,68,2017-08-29,15:20:00,puppoo1981
457,457,Rated,122,mate,black,5+5,george_35,1354,fischerdipper,1631,C00,French Defense: Schlechter Variation,277,2017-08-25,14:06:40,fischerdipper
458,458,Rated,71,mate,white,5+5,fischerdipper,1626,george_35,1384,B53,Sicilian Defense: Chekhover Variation,242,2017-08-25,14:06:40,fischerdipper
459,459,Rated,42,resign,black,5+5,fischerdipper,1639,dubac___3,1813,B06,Modern Defense: Mongredien Defense #2,174,2017-08-21,15:40:00,dubac___3
461,461,Rated,11,resign,white,5+5,fischerdipper,1646,underhman,939,D10,Slav Defense,707,2017-08-18,18:13:20,fischerdipper
462,462,Rated,54,resign,black,5+5,fischerdipper,1657,koepkos,1678,B08,Pirc Defense: Classical Variation,21,2017-08-18,18:13:20,koepkos
463,463,Rated,58,resign,white,5+5,koepkos,1667,fischerdipper,1668,B06,Modern Defense: Three Pawns Attack,1,2017-08-18,18:13:20,koepkos
464,464,Rated,42,resign,black,5+5,fischerdipper,1683,aloe78,1599,C30,King's Gambit Declined |  Queen's Knight Defense,84,2017-08-18,18:13:20,aloe78
465,465,Rated,116,draw,draw,5+5,aloe78,1596,fischerdipper,1686,A40,Modern Defense,90,2017-08-18,18:13:20,
466,466,Rated,74,mate,black,5+5,adhen,1769,fischerdipper,1659,A10,English Opening: Great Snake Variation,110,2017-08-17,17:13:20,fischerdipper
467,467,Rated,54,mate,black,5+5,fischerdipper,1668,adhen,1761,A40,Horwitz Defense,93,2017-08-17,17:13:20,adhen
468,468,Rated,85,resign,white,5+5,adhen,1752,fischerdipper,1677,A15,English Opening: Anglo-Indian Defense,75,2017-08-17,17:13:20,adhen
469,469,Rated,38,resign,black,5+5,fischerdipper,1688,adhen,1743,B43,Sicilian Defense: Kan Variation |  Wing Attack,55,2017-08-17,17:13:20,adhen
470,470,Rated,41,resign,white,5+5,diazbrothers,1582,fischerdipper,1704,C00,French Defense: Knight Variation,122,2017-08-17,17:13:20,diazbrothers
471,471,Rated,121,mate,white,5+5,fischerdipper,1693,ffuentes90,1666,B53,Sicilian Defense: Chekhover Variation,27,2017-08-17,17:13:20,fischerdipper
472,472,Rated,30,resign,black,5+5,ffuentes90,1676,fischerdipper,1680,C00,French Defense: Knight Variation,4,2017-08-17,17:13:20,fischerdipper
473,473,Rated,64,resign,black,10+3,coco31,1142,fischerdipper,1679,D00,Queen's Pawn Game #2,537,2017-08-16,16:13:20,fischerdipper
474,474,Rated,15,mate,white,10+3,fischerdipper,1678,coco31,1148,C21,Danish Gambit Accepted |  Classical Defense,530,2017-08-16,16:13:20,fischerdipper
475,475,Rated,40,resign,black,10+3,coco31,1154,fischerdipper,1676,A00,Mieses Opening,522,2017-08-16,16:13:20,fischerdipper
476,476,Rated,128,draw,draw,10+3,fischerdipper,1686,coco31,1098,B00,Carr Defense,588,2017-08-16,16:13:20,
477,477,Rated,48,resign,black,10+3,coco31,1102,fischerdipper,1685,A00,Polish Opening,583,2017-08-16,16:13:20,fischerdipper
478,478,Rated,51,mate,white,10+3,fischerdipper,1684,coco31,1107,C01,French Defense: Mediterranean Defense,577,2017-08-16,16:13:20,fischerdipper
479,479,Rated,71,resign,black,5+5,golden06,1493,fischerdipper,1678,C00,French Defense #2,185,2017-08-16,16:13:20,fischerdipper
480,480,Rated,60,resign,white,5+5,silviumd,1525,fischerdipper,1693,D02,Queen's Pawn Game: Zukertort Variation,168,2017-08-16,13:26:40,silviumd
481,481,Rated,58,mate,black,5+5,spinola01,1709,fischerdipper,1681,A40,Horwitz Defense,28,2017-08-15,18:00:00,fischerdipper
482,482,Rated,60,resign,black,5+5,fischerdipper,1692,spinola01,1699,A03,Bird Opening: Dutch Variation,7,2017-08-15,18:00:00,spinola01
483,483,Rated,40,resign,white,5+5,spinola01,1688,fischerdipper,1704,A10,English Opening: Great Snake Variation,16,2017-08-15,15:13:20,spinola01
484,484,Rated,29,OFT,white,5+5,fischerdipper,1699,karabas,1497,A11,English Opening: Caro-Kann Defensive System,202,2017-08-15,15:13:20,fischerdipper
485,485,Rated,98,resign,black,5+5,fischerdipper,1703,leviatoff,1943,A15,English Opening: Anglo-Indian Defense,240,2017-08-15,15:13:20,leviatoff
486,486,Rated,71,resign,black,5+5,mb1981,1694,fischerdipper,1692,C10,French Defense: Marshall Variation,2,2017-08-15,15:13:20,fischerdipper
487,487,Rated,135,draw,draw,5+5,fischerdipper,1696,elio12,1564,A10,English Opening: Great Snake Variation,132,2017-08-15,15:13:20,
488,488,Rated,34,mate,black,5+5,elio12,1572,fischerdipper,1688,C01,French Defense: Exchange Variation,116,2017-08-15,15:13:20,fischerdipper
489,489,Rated,60,mate,black,5+5,waldi65,1392,fischerdipper,1684,C07,French Defense: Tarrasch Variation |  Open System,292,2017-08-15,15:13:20,fischerdipper
490,490,Rated,47,resign,black,5+5,fischerdipper,1707,dinnei,1696,A34,English Opening: Symmetrical Variation |  Normal Variation,11,2017-08-14,17:00:00,dinnei
491,491,Rated,23,resign,white,5+5,dinnei,1684,fischerdipper,1720,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,36,2017-08-14,17:00:00,dinnei
492,492,Rated,78,mate,black,5+5,fischerdipper,1733,dinnei,1672,A30,English Opening: Symmetrical Variation,61,2017-08-14,17:00:00,dinnei
493,493,Rated,35,mate,white,5+5,fischerdipper,1721,koljan,1736,E61,King's Indian Defense,15,2017-08-14,17:00:00,fischerdipper
494,494,Rated,53,resign,white,5+5,koljan,1724,fischerdipper,1733,A08,King's Indian Attack,9,2017-08-14,17:00:00,koljan
495,495,Rated,120,mate,black,5+5,fischerdipper,1746,koljan,1712,A11,English Opening: Caro-Kann Defensive System,34,2017-08-14,17:00:00,koljan
496,496,Rated,41,mate,white,5+5,fischerdipper,1741,funracer_at,1496,A13,English Opening: Agincourt Defense,245,2017-08-14,17:00:00,fischerdipper
497,497,Rated,42,resign,black,15+15,tensors,1295,blackhat46,1240,D11,Slav Defense: Bonet Gambit,55,2017-08-31,22:53:20,blackhat46
498,498,Rated,63,resign,white,15+2,fabioamsouza,1430,tensors,1302,D03,Queen's Pawn Game: Torre Attack,128,2017-08-23,06:33:20,fabioamsouza
499,499,Unrated,23,resign,black,15+2,tensors,1302,piedperson,1248,D06,Queen's Gambit Refused: Marshall Defense,54,2017-08-22,00:00:00,piedperson
500,500,Rated,32,resign,black,10+0,tensors,1314,shelob,1270,D20,Queen's Gambit Accepted: Old Variation,44,2017-08-14,22:33:20,shelob
501,501,Unrated,73,resign,white,15+2,grafy,1445,tensors,1314,D31,Queen's Gambit Declined: Queen's Knight Variation,131,2017-08-11,22:20:00,grafy
502,502,Rated,90,resign,black,15+15,tensors,1321,ivanchenko-andriy,1451,D50,Queen's Gambit Declined: Modern Variation,130,2017-08-11,05:40:00,ivanchenko-andriy
503,503,Rated,41,mate,white,15+15,yorashi,1300,tensors,1333,B52,Sicilian Defense: Canal Attack |  Main Line,33,2017-08-10,21:20:00,yorashi
504,504,Rated,43,resign,white,15+2,tensors,1318,montex,1449,D06,Queen's Gambit Refused: Marshall Defense,131,2017-08-09,23:06:40,tensors
505,505,Rated,38,resign,black,15+2,sdw207,1450,tensors,1303,A73,Benoni Defense: Classical Variation |  Main Line,147,2017-08-09,23:06:40,tensors
506,506,Rated,41,mate,white,15+2,tensors,1290,egroka,1367,D20,Queen's Gambit Accepted: Old Variation,77,2017-08-09,17:33:20,tensors
507,507,Rated,84,resign,black,15+2,tensors,1300,facuuu,1330,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,30,2017-08-09,03:40:00,facuuu
508,508,Rated,56,resign,black,15+2,czarek77,1209,tensors,1291,A01,Nimzo-Larsen Attack: Modern Variation #4,82,2017-08-09,00:53:20,tensors
509,509,Rated,30,resign,black,15+2,tensors,1299,fischerfisch,1418,D31,Semi-Slav Defense: Accelerated Move Order,119,2017-08-08,22:06:40,fischerfisch
510,510,Unrated,6,resign,white,40+20,nf1951,1814,tensors,1299,C50,Italian Game,515,2017-08-07,18:20:00,nf1951
511,511,Rated,67,resign,white,15+2,spetsnaz_gm,1348,tensors,1308,C20,King's Pawn Game: Wayward Queen Attack,40,2017-08-07,04:26:40,spetsnaz_gm
512,512,Rated,56,resign,black,15+2,tensors,1318,thinkingmanga63,1366,D20,Queen's Gambit Accepted: Old Variation,48,2017-08-06,17:20:00,thinkingmanga63
513,513,Rated,103,resign,white,15+2,ineedaname,1324,tensors,1329,C44,Ponziani Opening: Jaenisch Counterattack,5,2017-08-06,06:13:20,ineedaname
514,514,Rated,40,mate,black,15+2,tensors,1345,fran_1991,1187,D20,Queen's Gambit Accepted: Old Variation,158,2017-08-05,19:06:40,fran_1991
515,515,Rated,52,resign,black,15+2,tensors,1352,gambeet21,1149,D31,Queen's Gambit Declined: Queen's Knight Variation,203,2017-08-05,08:00:00,gambeet21
516,516,Rated,57,draw,draw,15+2,tensors,1350,djjohnson,1429,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,79,2017-08-04,18:06:40,
517,517,Rated,23,resign,white,15+2,pearicetea,1403,tensors,1340,A40,Englund Gambit Declined |  Reversed French,63,2017-08-04,04:13:20,pearicetea
518,518,Rated,39,mate,white,15+2,tensors,1322,firstthebest,1072,D20,Queen's Gambit Accepted: Old Variation,250,2017-08-01,06:46:40,tensors
519,519,Rated,52,resign,black,15+2,tensors,1331,olesam,1382,D08,Queen's Gambit Refused: Albin Countergambit,51,2017-07-31,19:40:00,olesam
520,520,Rated,41,resign,white,15+2,olesam,1373,tensors,1341,D21,Queen's Gambit Accepted: Rosenthal Variation,32,2017-07-31,19:40:00,olesam
521,521,Rated,33,resign,white,15+15,anotherchessplayer1,1350,baygonv,1265,C44,Scotch Game,85,2017-07-27,01:46:40,anotherchessplayer1
522,522,Rated,58,resign,black,15+15,aig7,1270,anotherchessplayer1,1299,D00,Queen's Pawn Game: Chigorin Variation,29,2017-07-27,01:46:40,anotherchessplayer1
523,523,Rated,31,mate,white,15+15,anotherchessplayer1,1223,aig7,1282,B01,Scandinavian Defense: Mieses-Kotroc Variation,59,2017-07-27,01:46:40,anotherchessplayer1
524,524,Rated,15,resign,white,15+15,eltiago,1289,anotherchessplayer1,1306,C50,Four Knights Game: Italian Variation,17,2017-07-27,01:46:40,eltiago
525,525,Rated,32,resign,black,15+15,blinskey,1007,anotherchessplayer1,1268,C50,Italian Game: Hungarian Defense,261,2017-07-27,01:46:40,anotherchessplayer1
526,526,Rated,45,resign,white,10+0,bassim,1170,hill_j,1179,C21,Center Game,9,2017-08-30,21:53:20,bassim
527,527,Rated,25,resign,white,10+0,stonedragon,1442,hill_j,1183,C70,Ruy Lopez: Morphy Defense |  Caro Variation,259,2017-08-30,19:06:40,stonedragon
528,528,Rated,15,resign,white,15+15,hill_j,1172,piotrpiotr,1170,C42,Russian Game: Three Knights Game,2,2017-08-28,19:53:20,hill_j
529,529,Rated,62,resign,black,15+15,hill_j,1178,armo96,1346,B18,Caro-Kann Defense: Classical Variation,168,2017-08-28,14:20:00,armo96
530,530,Rated,59,resign,white,15+15,beef_cake,1171,hill_j,1190,C53,Italian Game: Classical Variation |  Center Attack,19,2017-08-28,03:13:20,beef_cake
531,531,Rated,51,resign,white,15+15,hill_j,1175,justin2718,1329,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,154,2017-08-28,00:26:40,hill_j
532,532,Rated,22,resign,black,15+15,plahbrogan,1273,hill_j,1160,D00,Queen's Pawn Game,113,2017-08-28,00:26:40,hill_j
533,533,Rated,27,resign,white,10+0,hill_j,1154,arwiz,974,C41,Philidor Defense,180,2017-08-27,21:40:00,hill_j
534,534,Rated,34,resign,black,15+15,hill_j,1167,vwhite,1122,C65,Ruy Lopez: Berlin Defense #2,45,2017-08-27,21:40:00,vwhite
535,535,Rated,79,OFT,white,10+0,virgil777,1439,hill_j,1171,C70,Ruy Lopez: Morphy Defense |  Graz Variation,268,2017-08-27,13:20:00,virgil777
536,536,Rated,73,resign,white,15+15,gabofd,1245,hill_j,1170,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,75,2017-08-27,13:20:00,gabofd
537,537,Rated,74,mate,black,10+0,minigunexplosive,1250,hill_j,1156,A00,Hungarian Opening,94,2017-08-23,23:13:20,hill_j
538,538,Rated,92,resign,black,10+0,hill_j,1164,martan1208,1263,C70,Ruy Lopez: Morphy Defense |  Caro Variation,99,2017-08-23,23:13:20,martan1208
539,539,Rated,26,resign,black,15+15,hill_j,1173,smashtoblack,1251,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,78,2017-08-23,23:13:20,smashtoblack
540,540,Rated,40,mate,black,15+15,tomplfr,1089,hill_j,1165,C50,Giuoco Piano,76,2017-08-23,23:13:20,hill_j
541,541,Rated,77,resign,white,10+0,plengkung,1278,hill_j,1173,C20,King's Pawn Game: Macleod Attack,105,2017-08-22,22:13:20,plengkung
542,542,Rated,58,resign,black,15+15,hill_j,1178,menorca666,1391,C64,Ruy Lopez: Classical Variation,213,2017-08-22,22:13:20,menorca666
543,543,Rated,51,mate,white,15+15,hill_j,1164,zaraki2103,1293,C70,Ruy Lopez: Morphy Defense |  Graz Variation,129,2017-08-21,01:46:40,hill_j
544,544,Rated,73,OFT,white,10+0,agarahman,1353,hill_j,1170,C53,Italian Game: Classical Variation #2,183,2017-08-20,20:13:20,agarahman
545,545,Rated,50,mate,black,15+15,leon_free,1030,hill_j,1162,D02,Queen's Pawn Game: Zukertort Variation,132,2017-08-20,20:13:20,hill_j
546,546,Rated,52,resign,black,15+15,hill_j,1176,bzhvarik,1118,C42,Petrov's Defense,58,2017-08-20,17:26:40,bzhvarik
547,547,Rated,11,mate,white,15+15,calvelame,1353,hill_j,1181,C20,Bishop's Opening: Boi Variation,172,2017-08-18,01:33:20,calvelame
548,548,Rated,61,resign,white,15+15,joaomatz,1184,hill_j,1184,C44,Scotch Game,0,2017-08-15,23:33:20,joaomatz
549,549,Rated,19,resign,white,15+15,hill_j,1171,elcid_barrett,1252,C42,Russian Game: Three Knights Game,81,2017-08-15,23:33:20,hill_j
550,550,Rated,51,resign,white,15+15,hill_j,1157,srspanks,1234,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,77,2017-08-15,23:33:20,hill_j
551,551,Rated,12,resign,black,15+15,allstar321,1034,hill_j,1149,D01,Queen's Pawn Game: Chigorin Variation,115,2017-08-15,20:46:40,hill_j
552,552,Rated,86,draw,draw,15+15,hill_j,1156,dezinto,886,C50,Italian Game,270,2017-08-15,01:20:00,
553,553,Rated,27,mate,white,15+15,hill_j,1142,tricky-trojan,1226,C00,French Defense: Normal Variation,84,2017-08-15,01:20:00,hill_j
554,554,Rated,86,mate,black,15+15,killuwatts,1042,hill_j,1133,C20,King's Pawn Game: Leonardis Variation,91,2017-08-11,00:06:40,hill_j
555,555,Rated,61,mate,white,15+15,hill_j,1123,wazik,1084,C40,Elephant Gambit: Paulsen Countergambit,39,2017-08-10,01:53:20,hill_j
556,556,Rated,53,mate,white,15+15,czungun,1247,hill_j,1122,C20,King's Pawn Game: Leonardis Variation,125,2017-08-09,23:06:40,czungun
557,557,Rated,50,mate,black,15+15,trastindi,1070,hill_j,1112,A00,Van't Kruijs Opening,42,2017-08-09,23:06:40,hill_j
558,558,Rated,16,resign,white,15+15,hill_j,1099,doctormerp,1173,C15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,74,2017-08-09,23:06:40,hill_j
559,559,Rated,110,OFT,black,10+0,hill_j,1114,spi2rone,1027,C00,French Defense: Two Knights Variation,87,2017-08-08,02:40:00,spi2rone
560,560,Rated,45,mate,white,15+15,wolfevelyn,914,hill_j,1133,C46,Three Knights Opening,219,2017-08-08,02:40:00,wolfevelyn
561,561,Rated,93,mate,white,15+15,hill_j,1125,fercab777,996,C42,Russian Game: Three Knights Game,129,2017-08-07,23:53:20,hill_j
562,562,Rated,105,resign,white,15+15,karfedericol,1242,hill_j,1125,C26,Vienna Game: Falkbeer Variation,117,2017-08-07,04:26:40,karfedericol
563,563,Rated,60,resign,black,15+15,hill_j,1133,karfedericol,1234,C50,Giuoco Piano,101,2017-08-07,04:26:40,karfedericol
564,564,Rated,58,mate,black,15+15,six_moves_ahead,981,hill_j,1127,C70,Ruy Lopez,146,2017-08-04,01:26:40,hill_j
565,565,Rated,65,mate,white,15+15,hill_j,1111,mogadorlionne,1219,C48,Four Knights Game: Spanish Variation,108,2017-08-04,01:26:40,hill_j
566,566,Rated,56,mate,black,15+15,hill_j,1126,safran25,1054,C41,Philidor Defense,72,2017-08-04,01:26:40,safran25
567,567,Rated,64,resign,black,15+15,hill_j,1147,skipskipskop,908,B00,Goldsmith Defense: Picklepuss Defense,239,2017-08-03,22:40:00,skipskipskop
568,568,Rated,4,resign,black,15+15,skipskipskop,914,hill_j,1141,A00,Ware Opening,227,2017-08-03,22:40:00,hill_j
569,569,Rated,58,resign,black,10+0,brodskay,1984,roman12342005,1948,B06,Modern Defense: Standard Defense,36,2017-09-01,15:33:20,roman12342005
570,570,Rated,34,resign,black,10+0,roman12342005,1954,rindu38,2158,B23,Sicilian Defense: Closed Variation,204,2017-09-01,12:46:40,rindu38
571,571,Unrated,101,resign,white,10+0,thebadfish,2008,roman12342005,1954,A10,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit,54,2017-09-01,01:40:00,thebadfish
572,572,Unrated,35,resign,black,10+0,roman12342005,1954,thebadfish,2008,B23,Sicilian Defense: Grand Prix Attack,54,2017-09-01,01:40:00,thebadfish
573,573,Unrated,54,resign,black,10+0,thebadfish,2008,roman12342005,1954,A15,English Opening: Anglo-Indian Defense,54,2017-09-01,01:40:00,roman12342005
574,574,Unrated,116,resign,black,10+0,roman12342005,1954,thebadfish,2008,A01,Nimzo-Larsen Attack: English Variation,54,2017-09-01,01:40:00,thebadfish
575,575,Rated,115,mate,white,10+0,gg_easytobeatme_yt,2100,roman12342005,1960,A45,Indian Game,140,2017-08-31,20:06:40,gg_easytobeatme_yt
576,576,Rated,48,draw,draw,10+0,sanmarco,1945,roman12342005,1961,B01,Scandinavian Defense: Marshall Variation,16,2017-08-31,20:06:40,
577,577,Rated,56,draw,draw,10+0,tolia,1982,roman12342005,1960,B01,Scandinavian Defense,22,2017-08-31,20:06:40,
578,578,Rated,54,resign,black,10+0,roman12342005,1974,gholamreza1341,1899,A01,Nimzo-Larsen Attack: Classical Variation,75,2017-08-31,20:06:40,gholamreza1341
579,579,Rated,37,resign,white,10+0,chess_legend_rus,2068,roman12342005,1982,B09,Pirc Defense: Austrian Attack |  Unzicker Attack,86,2017-08-31,20:06:40,chess_legend_rus
580,580,Rated,81,resign,white,10+0,roman12342005,1959,cocomoko,2028,A01,Nimzo-Larsen Attack,69,2017-08-31,20:06:40,roman12342005
581,581,Rated,45,resign,white,10+0,soltan1800,2005,roman12342005,1969,A02,Bird Opening,36,2017-08-31,17:20:00,soltan1800
582,582,Rated,161,mate,white,10+0,roman12342005,1960,selami011235,1868,A01,Nimzo-Larsen Attack: English Variation,92,2017-08-31,17:20:00,roman12342005
583,583,Rated,88,resign,black,10+0,roman12342005,1964,kingscrusher-youtube,2287,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,323,2017-08-31,17:20:00,kingscrusher-youtube
584,584,Rated,148,draw,draw,10+0,kingpong,1914,roman12342005,1965,B01,Scandinavian Defense: Modern Variation #2,51,2017-08-31,17:20:00,
585,585,Rated,119,mate,white,10+0,roman12342005,1951,dmekro,2049,A01,Nimzo-Larsen Attack: Classical Variation,98,2017-08-31,17:20:00,roman12342005
586,586,Rated,60,resign,black,10+0,lyckyfisher,2149,roman12342005,1933,A52,Budapest Defense: Adler Variation,216,2017-08-31,17:20:00,roman12342005
587,587,Rated,34,mate,black,10+0,alaindubleu,1599,roman12342005,1929,B01,Scandinavian Defense: Icelandic-Palme Gambit,330,2017-08-31,17:20:00,roman12342005
588,588,Rated,94,resign,black,10+0,milanello,1882,roman12342005,1919,B01,Scandinavian Defense: Icelandic-Palme Gambit,37,2017-08-31,17:20:00,roman12342005
589,589,Rated,122,mate,black,10+0,manavalam2,1699,roman12342005,1914,B01,Scandinavian Defense: Modern Variation,215,2017-08-30,19:06:40,roman12342005
590,590,Rated,44,resign,black,10+0,roman12342005,1916,chessmaste,2285,A01,Nimzo-Larsen Attack: Symmetrical Variation,369,2017-08-30,16:20:00,chessmaste
591,591,Rated,26,resign,black,10+0,roman12342005,1936,bohlool,1638,A01,Nimzo-Larsen Attack: Modern Variation #4,298,2017-08-30,16:20:00,bohlool
592,592,Rated,116,resign,black,10+0,decky84,1758,roman12342005,1929,B01,Scandinavian Defense: Modern Variation #2,171,2017-08-30,16:20:00,roman12342005
593,593,Rated,31,resign,white,10+0,elcortez,1265,roman12342005,1957,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,692,2017-08-30,16:20:00,elcortez
594,594,Rated,133,mate,white,10+0,roman12342005,1954,aldairrodriguez,1578,E90,King's Indian Defense: Normal Variation |  Rare Defenses,376,2017-08-30,16:20:00,roman12342005
595,595,Unrated,65,resign,white,5+5,sheshengy,1984,total_chess,2050,B23,Sicilian Defense: Closed,66,2017-09-01,15:33:20,sheshengy
596,596,Unrated,62,mate,black,5+5,total_chess,2050,mr_pablo,1627,A06,Reti Opening,423,2017-09-01,15:33:20,mr_pablo
597,597,Unrated,62,resign,black,5+5,mr_pablo,1627,total_chess,2050,C00,French Defense: Normal Variation,423,2017-09-01,15:33:20,total_chess
598,598,Unrated,42,mate,black,5+5,total_chess,2050,mr_pablo,1627,A04,Zukertort Opening: Slav Invitation,423,2017-09-01,15:33:20,mr_pablo
599,599,Unrated,42,resign,black,5+5,mr_pablo,1627,total_chess,2050,B02,Alekhine Defense,423,2017-09-01,15:33:20,total_chess
600,600,Unrated,158,draw,draw,5+5,megatirfan,1617,total_chess,2050,A48,London System,433,2017-09-01,15:33:20,
601,601,Unrated,31,resign,white,5+5,total_chess,2050,denapoli,1852,B01,Scandinavian Defense: Marshall Variation,198,2017-09-01,10:00:00,total_chess
602,602,Unrated,46,resign,black,5+5,superiority,1981,total_chess,2050,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,69,2017-09-01,10:00:00,total_chess
603,603,Unrated,20,resign,black,5+5,total_chess,2050,superiority,1981,B15,Caro-Kann Defense: Alekhine Gambit,69,2017-09-01,10:00:00,superiority
604,604,Unrated,73,mate,white,10+5,caernarfon,1901,snaek161616,1164,C70,Ruy Lopez: Morphy Defense |  Caro Variation,737,2017-09-01,15:33:20,caernarfon
605,605,Unrated,35,mate,white,11+5,snaek161616,1164,a_raccoon,1435,B01,Scandinavian Defense: Mieses-Kotroc Variation,271,2017-08-27,18:53:20,snaek161616
606,606,Unrated,71,OFT,white,10+0,a_raccoon,1435,snaek161616,1164,C50,Italian Game: Giuoco Pianissimo,271,2017-08-27,18:53:20,a_raccoon
607,607,Unrated,46,resign,white,11+5,snaek161616,1164,a_raccoon,1435,C48,Four Knights Game: Spanish Variation,271,2017-08-27,18:53:20,snaek161616
608,608,Unrated,52,resign,black,10+5,snaek161616,1164,caernarfon,1901,C48,Four Knights Game: Spanish Variation |  Classical Variation,737,2017-08-24,18:40:00,caernarfon
609,609,Rated,52,OFT,black,10+0,snaek161616,1245,labg141,1228,C60,Ruy Lopez,17,2017-08-11,22:20:00,labg141
610,610,Rated,70,OFT,black,10+0,vinhancock,1287,snaek161616,1099,B20,Sicilian Defense,188,2017-08-11,22:20:00,snaek161616
